Brand,Model,Age,Kilometer,Engine,Max Power,Seats,Fuel Type_Code,Transmission_Code,Age_Squared,Km_per_Year,Power_per_Seat,Log_Price
Maruti,Celerio X ZXI BSIV,6,11000,998.0,67.0,5,2,1,36,1803.2786885245903,13.399973200053601,13.122365377402328
Maruti,Celerio X ZXI Option BSIV,8,52000,998.0,67.0,5,2,1,64,6419.753086419753,13.399973200053601,12.899222326086994
Maruti,Celerio ZDi,10,40000,793.0,47.0,5,0,1,100,3960.3960396039606,9.399981200037601,12.73670383776449
Maruti,Celerio ZDi,10,25000,793.0,47.0,5,0,1,100,2475.2475247524753,9.399981200037601,12.899222326086994
Maruti,Celerio ZXI,11,48000,998.0,67.0,5,2,1,121,4324.324324324324,13.399973200053601,12.691583538230217
Maruti,Celerio ZXI,11,25000,998.0,67.0,5,2,1,121,2252.252252252252,13.399973200053601,12.861001210669146
Maruti,Celerio ZXI,10,60000,998.0,67.0,5,2,1,100,5940.594059405941,13.399973200053601,12.899222326086994
Maruti,Celerio ZXI,10,30000,998.0,67.0,5,2,1,100,2970.2970297029706,13.399973200053601,12.899222326086994
Maruti,Celerio ZXI,10,49907,998.0,67.0,5,2,1,100,4941.287128712872,13.399973200053601,12.899222326086994
Maruti,Celerio ZXI,9,27000,998.0,67.0,5,2,1,81,2967.032967032967,13.399973200053601,13.038981768465277
Maruti,Celerio ZXI,8,40000,998.0,67.0,5,2,1,64,4938.271604938272,13.399973200053601,12.959846800844963
Maruti,Celerio ZXI,5,25000,998.0,67.0,5,2,1,25,4901.9607843137255,13.399973200053601,12.948012371209098
Maruti,Celerio ZXI AMT BSIV,7,30000,998.0,67.0,5,2,0,49,4225.352112676057,13.399973200053601,13.060490101343552
Maruti,Celerio ZXI AT,9,17000,998.0,67.0,5,2,0,81,1868.1318681318683,13.399973200053601,12.765691290604371
Maruti,Celerio ZXI AT,9,35000,998.0,67.0,5,2,0,81,3846.153846153846,13.399973200053601,12.899222326086994
Maruti,Celerio ZXI MT BSIV,8,10000,998.0,67.0,5,2,1,64,1234.567901234568,13.399973200053601,13.091904169919621
Maruti,Celerio ZXI Optional,11,46000,998.0,67.0,5,2,1,121,4144.144144144144,13.399973200053601,12.936036208848487
Maruti,Celerio ZXI Optional,8,59500,998.0,67.0,5,2,1,64,7345.679012345679,13.399973200053601,12.95039048795861
Maruti,Celerio ZXI Optional,8,15000,998.0,67.0,5,2,1,64,1851.851851851852,13.399973200053601,13.087774003025942
Maruti,Celerio ZXI Optional,7,30000,998.0,67.0,5,2,1,49,4225.352112676057,13.399973200053601,13.07107218827772
Maruti,Celerio ZXI Optional AMT BSIV,9,10000,998.0,67.0,5,2,0,81,1098.901098901099,13.399973200053601,12.983101310070822
Maruti,Celerio ZXI Optional AMT BSIV,7,30000,998.0,67.0,5,2,0,49,4225.352112676057,13.399973200053601,13.021437458814368
Maruti,Celerio ZXI Optional AMT BSIV,7,10000,998.0,67.0,5,2,0,49,1408.4507042253522,13.399973200053601,13.208542908506082
Maruti,Celerio ZXI Optional MT BSIV,7,10000,998.0,67.0,5,2,1,49,1408.4507042253522,13.399973200053601,13.270785106659046
Maruti,Ciaz 1.3 Alpha,8,78000,1248.0,89.0,5,0,1,64,9629.62962962963,17.7999644000712,13.384729180332174
Maruti,Ciaz 1.3 Alpha,8,60000,1248.0,89.0,5,0,1,64,7407.407407407408,17.7999644000712,13.487007879880162
Maruti,Ciaz 1.3 Alpha,8,37000,1248.0,89.0,5,0,1,64,4567.901234567901,17.7999644000712,13.592368256649284
Maruti,Ciaz 1.3 Alpha,8,28050,1248.0,89.0,5,0,1,64,3462.962962962963,17.7999644000712,13.592368256649284
Maruti,Ciaz 1.3 Alpha,7,82000,1248.0,89.0,5,0,1,49,11549.295774647888,17.7999644000712,13.623139877437296
Maruti,Ciaz 1.3 Alpha,7,23712,1248.0,89.0,5,0,1,49,3339.718309859155,17.7999644000712,13.73755009757506
Maruti,Ciaz 1.3 Sigma,7,25000,1248.0,89.0,5,0,1,49,3521.1267605633807,17.7999644000712,13.527829818844937
Maruti,Ciaz 1.3 Zeta,7,20000,1248.0,89.0,5,0,1,49,2816.9014084507044,17.7999644000712,13.697853639354802
Maruti,Ciaz 1.4 Alpha,8,80000,1373.0,91.0,5,2,1,64,9876.543209876543,18.199963600072802,13.60479076121576
Maruti,Ciaz 1.4 Alpha,8,27000,1373.0,91.0,5,2,1,64,3333.3333333333335,18.199963600072802,13.652992804936396
Maruti,Ciaz 1.4 Alpha,7,25000,1373.0,91.0,5,2,1,49,3521.1267605633807,18.199963600072802,13.487007879880162
Maruti,Ciaz 1.4 Alpha,7,25000,1373.0,91.0,5,2,1,49,3521.1267605633807,18.199963600072802,13.546324377048325
Maruti,Ciaz 1.4 Sigma,7,40000,1373.0,91.0,5,2,1,49,5633.802816901409,18.199963600072802,13.527829818844937
Maruti,Ciaz Alpha Diesel,7,36000,1248.0,89.0,5,0,1,49,5070.422535211268,17.7999644000712,13.790193775620484
Maruti,Ciaz Alpha Diesel,7,50000,1248.0,89.0,5,0,1,49,7042.253521126761,17.7999644000712,13.815511557963774
Maruti,Ciaz Alpha Diesel,6,32000,1248.0,89.0,5,0,1,36,5245.901639344263,17.7999644000712,13.840204146163925
Maruti,Ciaz AT ZXi,10,30000,1373.0,91.0,5,2,0,100,2970.2970297029706,18.199963600072802,13.437175577097312
Maruti,Ciaz Delta Automatic BSIV,6,15000,1462.0,103.0,5,2,0,36,2459.016393442623,20.5999588000824,13.840204146163925
Maruti,Ciaz Delta BSIV,7,22000,1462.0,103.0,5,2,1,49,3098.5915492957747,20.5999588000824,13.384729180332174
Maruti,Ciaz RS ZDi Plus SHVS,9,80000,1248.0,89.0,5,0,1,81,8791.208791208792,17.7999644000712,13.527829818844937
Maruti,Ciaz RS ZDi Plus SHVS,8,70000,1248.0,89.0,5,0,1,64,8641.975308641975,17.7999644000712,13.64709190633931
Maruti,Ciaz RS ZXi Plus,10,29434,1373.0,91.0,5,2,1,100,2914.2574257425745,18.199963600072802,13.217675375388819
Maruti,Ciaz S 1.3,8,47747,1248.0,89.0,5,0,1,64,5894.691358024692,17.7999644000712,13.60479076121576
Maruti,Ciaz S 1.3,7,40000,1248.0,89.0,5,0,1,49,5633.802816901409,17.7999644000712,13.815511557963774
Maruti,Ciaz VDi Option SHVS,9,70000,1248.0,89.0,5,0,1,81,7692.307692307692,17.7999644000712,13.45883704259595
Maruti,Ciaz VDi Plus,11,145000,1248.0,89.0,5,0,1,121,13063.063063063064,17.7999644000712,13.038981768465277
Maruti,Ciaz VDi Plus,10,70000,1248.0,89.0,5,0,1,100,6930.693069306931,17.7999644000712,13.304686600863562
Maruti,Ciaz VDi Plus,10,50000,1248.0,89.0,5,0,1,100,4950.495049504951,17.7999644000712,13.304686600863562
Maruti,Ciaz VDi Plus,10,90000,1248.0,89.0,5,0,1,100,8910.89108910891,17.7999644000712,13.345508528717259
Maruti,Ciaz VDi Plus SHVS,10,50000,1248.0,89.0,5,0,1,100,4950.495049504951,17.7999644000712,13.217675375388819
Maruti,Ciaz VDi Plus SHVS,10,84000,1248.0,89.0,5,0,1,100,8316.831683168317,17.7999644000712,13.384729180332174
Maruti,Ciaz VDi Plus SHVS,9,40000,1248.0,89.0,5,0,1,81,4395.604395604396,17.7999644000712,13.369225017834633
Maruti,Ciaz VDI SHVS,9,90000,1248.0,89.0,5,0,1,81,9890.10989010989,17.7999644000712,13.3374763699232
Maruti,Ciaz VDI SHVS,8,60000,1248.0,89.0,5,0,1,64,7407.407407407408,17.7999644000712,13.527829818844937
Maruti,Ciaz VXi Plus,10,26000,1373.0,91.0,5,2,1,100,2574.2574257425745,18.199963600072802,13.384729180332174
Maruti,Ciaz ZDi,11,90000,1248.0,89.0,5,0,1,121,8108.108108108108,17.7999644000712,13.235693848424024
Maruti,Ciaz ZDi,10,40000,1248.0,89.0,5,0,1,100,3960.3960396039606,17.7999644000712,13.190023895035274
Maruti,Ciaz ZDi,10,120000,1248.0,89.0,5,0,1,100,11881.188118811882,17.7999644000712,13.304686600863562
Maruti,Ciaz ZDi,10,60000,1248.0,89.0,5,0,1,100,5940.594059405941,17.7999644000712,13.45883704259595
Maruti,Ciaz ZDi,10,70000,1248.0,89.0,5,0,1,100,6930.693069306931,17.7999644000712,13.500801182986649
Maruti,Ciaz ZDi Plus,10,110000,1248.0,89.0,5,0,1,100,10891.089108910892,17.7999644000712,13.304686600863562
Maruti,Ciaz ZDi Plus,10,60000,1248.0,89.0,5,0,1,100,5940.594059405941,17.7999644000712,13.304686600863562
Maruti,Ciaz ZDi Plus,10,70000,1248.0,89.0,5,0,1,100,6930.693069306931,17.7999644000712,13.353476685668044
Maruti,Ciaz ZDi Plus SHVS,10,40000,1248.0,89.0,5,0,1,100,3960.3960396039606,17.7999644000712,13.217675375388819
Maruti,Ciaz ZDi Plus SHVS,10,70000,1248.0,89.0,5,0,1,100,6930.693069306931,17.7999644000712,13.353476685668044
Maruti,Ciaz ZDi Plus SHVS,9,81000,1248.0,89.0,5,0,1,81,8901.098901098901,17.7999644000712,13.384729180332174
Maruti,Ciaz ZDi Plus SHVS,9,70000,1248.0,89.0,5,0,1,81,7692.307692307692,17.7999644000712,13.480039220276565
Maruti,Ciaz ZDi Plus SHVS,9,90000,1248.0,89.0,5,0,1,81,9890.10989010989,17.7999644000712,13.586098651497313
Maruti,Ciaz ZDi Plus SHVS,8,60000,1248.0,89.0,5,0,1,64,7407.407407407408,17.7999644000712,13.384729180332174
Maruti,Ciaz ZDi Plus SHVS,8,53000,1248.0,89.0,5,0,1,64,6543.20987654321,17.7999644000712,13.527829818844937
Maruti,Ciaz ZDi Plus SHVS,8,80000,1248.0,89.0,5,0,1,64,9876.543209876543,17.7999644000712,13.664688831019712
Maruti,Ciaz ZDi Plus SHVS,8,65000,1248.0,89.0,5,0,1,64,8024.691358024692,17.7999644000712,13.710151153416941
Maruti,Ciaz Zeta,7,64000,1462.0,103.0,5,2,1,49,9014.084507042255,20.5999588000824,13.652992804936396
Maruti,Ciaz Zeta Diesel,7,7500,1248.0,89.0,5,0,1,49,1056.3380281690143,17.7999644000712,13.76421831620775
Maruti,Ciaz ZXi,9,40000,1373.0,91.0,5,2,1,81,4395.604395604396,18.199963600072802,13.28787951079572
Maruti,Ciaz ZXi,9,20000,1373.0,91.0,5,2,1,81,2197.802197802198,18.199963600072802,13.45883704259595
Maruti,Ciaz ZXi Plus,10,33000,1373.0,91.0,5,2,1,100,3267.3267326732675,18.199963600072802,13.321215875492413
Maruti,Dzire LXI,5,15000,1197.0,89.0,5,2,1,25,2941.1764705882356,17.7999644000712,13.217675375388819
Maruti,Dzire VXI,5,70000,1197.0,89.0,5,2,1,25,13725.490196078432,17.7999644000712,13.270785106659046
Maruti,Dzire ZXI,5,20000,1197.0,89.0,5,2,1,25,3921.568627450981,17.7999644000712,13.45883704259595
Maruti,Eeco 5 Seater AC BSIV,15,170000,1196.0,73.0,5,2,1,225,11258.278145695365,14.5999708000584,11.918397239722838
Maruti,Eeco 5 Seater AC BSIV,15,162000,1196.0,73.0,5,2,1,225,10728.476821192053,14.5999708000584,11.982935344196433
Maruti,Eeco 5 Seater AC BSIV,14,80000,1196.0,73.0,5,2,1,196,5673.758865248227,14.5999708000584,11.918397239722838
Maruti,Eeco 5 Seater AC BSIV,14,36000,1196.0,73.0,5,2,1,196,2553.191489361702,14.5999708000584,12.429220196836383
Maruti,Eeco 5 Seater AC BSIV,13,110000,1196.0,73.0,5,2,1,169,8396.946564885497,14.5999708000584,12.154784614286667
Maruti,Eeco 5 Seater AC BSIV,12,26000,1196.0,73.0,5,2,1,144,2148.7603305785124,14.5999708000584,12.468440756144114
Maruti,Eeco 5 Seater AC BSIV,11,49025,1196.0,73.0,5,2,1,121,4416.666666666667,14.5999708000584,12.611541086966115
Maruti,Eeco 5 Seater AC BSIV,10,72000,1196.0,73.0,5,2,1,100,7128.712871287129,14.5999708000584,12.644330802262578
Maruti,Eeco 5 Seater AC BSIV,10,120000,1196.0,73.0,5,2,1,100,11881.188118811882,14.5999708000584,12.660331092405906
Maruti,Eeco 5 Seater AC BSIV,9,60000,1196.0,73.0,5,2,1,81,6593.406593406594,14.5999708000584,12.706850963741102
Maruti,Eeco 5 Seater AC BSIV,9,120000,1196.0,73.0,5,2,1,81,13186.813186813188,14.5999708000584,12.834683971615659
Maruti,Eeco 5 Seater AC BSIV,9,38000,1196.0,73.0,5,2,1,81,4175.824175824176,14.5999708000584,12.879019669789754
Maruti,Eeco 5 Seater AC BSIV,8,90000,1196.0,73.0,5,2,1,64,11111.111111111111,14.5999708000584,12.706850963741102
Maruti,Eeco 5 Seater AC BSIV,8,70000,1196.0,73.0,5,2,1,64,8641.975308641975,14.5999708000584,12.873904582205107
Maruti,Eeco 5 Seater AC BSIV,8,10000,1196.0,73.0,5,2,1,64,1234.567901234568,14.5999708000584,12.899222326086994
Maruti,Eeco 5 Seater AC BSIV,8,120000,1196.0,73.0,5,2,1,64,14814.814814814816,14.5999708000584,12.899222326086994
Maruti,Eeco 5 Seater AC BSIV,8,13500,1196.0,73.0,5,2,1,64,1666.6666666666667,14.5999708000584,12.92391243868049
Maruti,Eeco 5 Seater AC BSIV,6,15000,1196.0,73.0,5,2,1,36,2459.016393442623,14.5999708000584,12.899222326086994
Maruti,Eeco 5 Seater AC BSIV,6,10000,1196.0,73.0,5,2,1,36,1639.344262295082,14.5999708000584,12.92391243868049
Maruti,Eeco 5 Seater AC BSIV,6,10000,1196.0,73.0,5,2,1,36,1639.344262295082,14.5999708000584,12.948012371209098
Maruti,Eeco 5 Seater AC BSIV,5,15000,1196.0,73.0,5,2,1,25,2941.1764705882356,14.5999708000584,12.936036208848487
Maruti,Eeco 5 STR With AC Plus HTR CNG,14,1,1196.0,73.0,5,1,1,196,0.07092198581560284,14.5999708000584,12.250094315624496
Maruti,Eeco 7 Seater Standard BSIV,14,50000,1196.0,73.0,7,2,1,196,3546.099290780142,10.428556530633529,11.884495917930655
Maruti,Eeco 7 Seater Standard BSIV,14,100000,1196.0,73.0,7,2,1,196,7092.198581560284,10.428556530633529,11.982935344196433
Maruti,Eeco 7 Seater Standard BSIV,14,110000,1196.0,73.0,7,2,1,196,7801.418439716313,10.428556530633529,12.100717685412471
Maruti,Eeco 7 Seater Standard BSIV,10,35000,1196.0,73.0,7,2,1,100,3465.3465346534654,10.428556530633529,12.611541086966115
Maruti,Eeco 7 Seater Standard BSIV,10,19800,1196.0,73.0,7,2,1,100,1960.3960396039604,10.428556530633529,12.611541086966115
Maruti,Eeco 7 Seater Standard BSIV,9,100000,1196.0,73.0,7,2,1,81,10989.010989010989,10.428556530633529,12.506180941677357
Maruti,Eeco 7 Seater Standard BSIV,9,58000,1196.0,73.0,7,2,1,81,6373.626373626374,10.428556530633529,12.821260987319457
Maruti,Eeco 7 Seater Standard BSIV,8,35000,1196.0,73.0,7,2,1,64,4320.9876543209875,10.428556530633529,12.765691290604371
Maruti,Eeco 7 Seater Standard BSIV,7,44000,1196.0,73.0,7,2,1,49,6197.183098591549,10.428556530633529,12.788291058675025
Maruti,Eeco 7 Seater Standard BSIV,6,5500,1196.0,73.0,7,2,1,36,901.6393442622951,10.428556530633529,12.791080452981857
Maruti,Eeco 7 Seater Standard BSIV,6,5000,1196.0,73.0,7,2,1,36,819.672131147541,10.428556530633529,12.886643575525625
Maruti,Eeco CNG 5 Seater AC,5,35000,1196.0,62.0,5,1,1,25,6862.745098039216,12.399975200049601,12.92391243868049
Maruti,Eeco CNG 5 Seater AC BSIV,13,270000,1196.0,62.0,5,1,1,169,20610.687022900765,12.399975200049601,12.301387370778713
Maruti,Eeco CNG 5 Seater AC BSIV,11,70000,1196.0,62.0,5,1,1,121,6306.306306306306,12.399975200049601,12.691583538230217
Maruti,Eeco CNG 5 Seater AC BSIV,10,20000,1196.0,62.0,5,1,1,100,1980.1980198019803,12.399975200049601,12.847929163278053
Maruti,Eeco CNG 5 Seater AC BSIV,9,80000,1196.0,62.0,5,1,1,81,8791.208791208792,12.399975200049601,12.676079399771027
Maruti,Eeco CNG 5 Seater AC BSIV,8,140000,1196.0,62.0,5,1,1,64,17283.95061728395,12.399975200049601,12.821260987319457
Maruti,Eeco CNG 5 Seater AC BSIV,8,25000,1196.0,62.0,5,1,1,64,3086.41975308642,12.399975200049601,12.821260987319457
Maruti,Eeco CNG 5 Seater AC BSIV,8,30000,1196.0,62.0,5,1,1,64,3703.703703703704,12.399975200049601,12.847929163278053
Maruti,Eeco CNG 5 Seater AC BSIV,8,60000,1196.0,62.0,5,1,1,64,7407.407407407408,12.399975200049601,12.899222326086994
Maruti,Eeco CNG 5 Seater AC BSIV,7,50000,1196.0,62.0,5,1,1,49,7042.253521126761,12.399975200049601,12.834683971615659
Maruti,Eeco CNG 5 Seater AC BSIV,6,120000,1196.0,62.0,5,1,1,36,19672.131147540986,12.399975200049601,12.799402253235032
Maruti,Eeco CNG 5 Seater AC BSIV,6,10000,1196.0,62.0,5,1,1,36,1639.344262295082,12.399975200049601,13.017005083966255
Maruti,Eeco CNG 5 Seater AC BSIV,6,60000,1196.0,62.0,5,1,1,36,9836.065573770493,12.399975200049601,13.017005083966255
Maruti,Eeco CNG 5 Seater AC BSIV,5,5000,1196.0,62.0,5,1,1,25,980.3921568627452,12.399975200049601,12.896719202134523
Maruti,Eeco CNG HTR 5-STR,11,90000,1196.0,63.0,5,1,1,121,8108.108108108108,12.5999748000504,12.611541086966115
Maruti,Eeco CNG HTR 5-STR,9,47370,1196.0,63.0,5,1,1,81,5205.494505494506,12.5999748000504,12.706850963741102
Maruti,Eeco CNG HTR 5-STR,8,30000,1196.0,63.0,5,1,1,64,3703.703703703704,12.5999748000504,12.873904582205107
Maruti,Eeco Smiles 5 Seater AC,12,120000,1196.0,73.0,5,2,1,144,9917.355371900827,14.5999708000584,12.468440756144114
Maruti,Eeco Smiles 5 Seater AC,12,80000,1196.0,73.0,5,2,1,144,6611.570247933884,14.5999708000584,12.524530013005734
Maruti,Eeco Smiles 7 Seater Standard,12,100000,1196.0,73.0,7,2,1,144,8264.462809917355,10.428556530633529,12.230765258120545
Maruti,Ertiga 1.5 VDI,7,59000,1498.0,94.0,7,0,1,49,8309.859154929578,13.428552244925365,13.652992804936396
Maruti,Ertiga 1.5 ZDI,11,102000,1498.0,94.0,7,0,1,121,9189.18918918919,13.428552244925365,13.45883704259595
Maruti,Ertiga BSIV LXI,8,35000,1373.0,91.0,7,2,1,64,4320.9876543209875,12.99998142859796,13.304686600863562
Maruti,Ertiga BSIV VXI,9,13500,1373.0,91.0,7,2,1,81,1483.5164835164835,12.99998142859796,13.304686600863562
Maruti,Ertiga BSIV VXI,9,34000,1373.0,91.0,7,2,1,81,3736.2637362637365,12.99998142859796,13.399996629152975
Maruti,Ertiga BSIV VXI,8,227000,1373.0,91.0,7,2,1,64,28024.69135802469,12.99998142859796,13.45883704259595
Maruti,Ertiga BSIV VXI,8,35000,1373.0,91.0,7,2,1,64,4320.9876543209875,12.99998142859796,13.45883704259595
Maruti,Ertiga BSIV VXI,8,40000,1373.0,91.0,7,2,1,64,4938.271604938272,12.99998142859796,13.547632419997361
Maruti,Ertiga BSIV ZXI Plus,9,20000,1373.0,91.0,7,2,1,81,2197.802197802198,12.99998142859796,13.527829818844937
Maruti,Ertiga BSIV ZXI Plus,9,20000,1373.0,91.0,7,2,1,81,2197.802197802198,12.99998142859796,13.652992804936396
Maruti,Ertiga LDI,13,90000,1248.0,89.0,7,0,1,169,6870.229007633588,12.714267551046357,12.899222326086994
Maruti,Ertiga LDI Option,12,90000,1248.0,89.0,7,0,1,144,7438.01652892562,12.714267551046357,13.384729180332174
Maruti,Ertiga LXI,12,90000,1373.0,94.0,7,2,1,144,7438.01652892562,13.428552244925365,12.971542813248437
Maruti,Ertiga LXI,10,70000,1373.0,94.0,7,2,1,100,6930.693069306931,13.428552244925365,13.303018546545275
Maruti,Ertiga SHVS LDI Option,9,70000,1248.0,89.0,7,0,1,81,7692.307692307692,12.714267551046357,13.535797977912118
Maruti,Ertiga SHVS VDI,10,40000,1248.0,89.0,7,0,1,100,3960.3960396039606,12.714267551046357,13.567050480716235
Maruti,Ertiga SHVS VDI,9,80000,1248.0,89.0,7,0,1,81,8791.208791208792,12.714267551046357,13.369225017834633
Maruti,Ertiga SHVS VDI,9,110000,1248.0,89.0,7,0,1,81,12087.91208791209,12.714267551046357,13.493928313146206
Maruti,Ertiga SHVS VDI,9,80000,1248.0,89.0,7,0,1,81,8791.208791208792,12.714267551046357,13.527829818844937
Maruti,Ertiga SHVS VDI,9,70000,1248.0,89.0,7,0,1,81,7692.307692307692,12.714267551046357,13.527829818844937
Maruti,Ertiga SHVS VDI,9,100000,1248.0,89.0,7,0,1,81,10989.010989010989,12.714267551046357,13.554147092530322
Maruti,Ertiga SHVS VDI,9,70000,1248.0,89.0,7,0,1,81,7692.307692307692,12.714267551046357,13.564483088506746
Maruti,Ertiga SHVS VDI,9,120000,1248.0,89.0,7,0,1,81,13186.813186813188,12.714267551046357,13.579789490265188
Maruti,Ertiga SHVS VDI,9,35000,1248.0,89.0,7,0,1,81,3846.153846153846,12.714267551046357,13.652992804936396
Maruti,Ertiga SHVS VDI,9,40000,1248.0,89.0,7,0,1,81,4395.604395604396,12.714267551046357,13.698977865303197
Maruti,Ertiga SHVS VDI,8,50000,1248.0,89.0,7,0,1,64,6172.83950617284,12.714267551046357,13.47302165746721
Maruti,Ertiga SHVS VDI,8,80000,1248.0,89.0,7,0,1,64,9876.543209876543,12.714267551046357,13.487007879880162
Maruti,Ertiga SHVS VDI,8,44600,1248.0,89.0,7,0,1,64,5506.172839506173,12.714267551046357,13.651815643149092
Maruti,Ertiga SHVS VDI,7,83844,1248.0,89.0,7,0,1,49,11809.014084507044,12.714267551046357,13.681980308196241
Maruti,Ertiga SHVS VDI,7,35000,1248.0,89.0,7,0,1,49,4929.577464788733,12.714267551046357,13.710151153416941
Maruti,Ertiga SHVS VDI,7,40000,1248.0,89.0,7,0,1,49,5633.802816901409,12.714267551046357,13.769467666582738
Maruti,Ertiga SHVS VDI,6,50000,1248.0,89.0,7,0,1,36,8196.72131147541,12.714267551046357,13.73755009757506
Maruti,Ertiga SHVS ZDI,9,50000,1248.0,89.0,7,0,1,81,5494.505494505494,12.714267551046357,13.527829818844937
Maruti,Ertiga SHVS ZDI,9,50000,1248.0,89.0,7,0,1,81,5494.505494505494,12.714267551046357,13.567050480716235
Maruti,Ertiga SHVS ZDI,8,66000,1248.0,89.0,7,0,1,64,8148.148148148149,12.714267551046357,13.567050480716235
Maruti,Ertiga SHVS ZDI,8,100000,1248.0,89.0,7,0,1,64,12345.67901234568,12.714267551046357,13.592368256649284
Maruti,Ertiga SHVS ZDI Plus,9,120000,1248.0,89.0,7,0,1,81,13186.813186813188,12.714267551046357,13.47442911525415
Maruti,Ertiga SHVS ZDI Plus,9,54000,1248.0,89.0,7,0,1,81,5934.065934065934,12.714267551046357,13.493928313146206
Maruti,Ertiga SHVS ZDI Plus,9,50000,1248.0,89.0,7,0,1,81,5494.505494505494,12.714267551046357,13.710151153416941
Maruti,Ertiga SHVS ZDI Plus,9,50000,1248.0,89.0,7,0,1,81,5494.505494505494,12.714267551046357,13.753636218075409
Maruti,Ertiga SHVS ZDI Plus,8,50000,1248.0,89.0,7,0,1,64,6172.83950617284,12.714267551046357,13.527829818844937
Maruti,Ertiga SHVS ZDI Plus,8,100000,1248.0,89.0,7,0,1,64,12345.67901234568,12.714267551046357,13.527829818844937
Maruti,Ertiga SHVS ZDI Plus,8,120000,1248.0,89.0,7,0,1,64,14814.814814814816,12.714267551046357,13.586098651497313
Maruti,Ertiga SHVS ZDI Plus,8,70000,1248.0,89.0,7,0,1,64,8641.975308641975,12.714267551046357,13.592368256649284
Maruti,Ertiga SHVS ZDI Plus,8,55000,1248.0,89.0,7,0,1,64,6790.123456790124,12.714267551046357,13.592368256649284
Maruti,Ertiga SHVS ZDI Plus,8,40000,1248.0,89.0,7,0,1,64,4938.271604938272,12.714267551046357,13.652992804936396
Maruti,Ertiga SHVS ZDI Plus,8,43000,1248.0,89.0,7,0,1,64,5308.641975308642,12.714267551046357,13.652992804936396
Maruti,Ertiga SHVS ZDI Plus,8,120000,1248.0,89.0,7,0,1,64,14814.814814814816,12.714267551046357,13.753636218075409
Maruti,Ertiga VDI,13,140000,1248.0,89.0,7,0,1,169,10687.022900763359,12.714267551046357,12.765691290604371
Maruti,Ertiga VDI,13,100000,1248.0,89.0,7,0,1,169,7633.587786259543,12.714267551046357,12.899222326086994
Maruti,Ertiga VDI,13,87000,1248.0,89.0,7,0,1,169,6641.221374045802,12.714267551046357,13.038981768465277
Maruti,Ertiga VDI,13,73000,1248.0,89.0,7,0,1,169,5572.519083969466,12.714267551046357,13.161586013632684
Maruti,Ertiga VDI,13,67000,1248.0,89.0,7,0,1,169,5114.503816793893,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,13,110000,1248.0,89.0,7,0,1,169,8396.946564885497,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,13,93000,1248.0,89.0,7,0,1,169,7099.236641221374,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,13,200000,1248.0,89.0,7,0,1,169,15267.175572519085,12.714267551046357,13.235693848424024
Maruti,Ertiga VDI,12,120000,1248.0,89.0,7,0,1,144,9917.355371900827,12.714267551046357,13.017005083966255
Maruti,Ertiga VDI,12,110000,1248.0,89.0,7,0,1,144,9090.909090909092,12.714267551046357,13.081543466215237
Maruti,Ertiga VDI,12,110000,1248.0,89.0,7,0,1,144,9090.909090909092,12.714267551046357,13.116347317149176
Maruti,Ertiga VDI,12,92000,1248.0,89.0,7,0,1,144,7603.305785123967,12.714267551046357,13.122365377402328
Maruti,Ertiga VDI,12,65000,1248.0,89.0,7,0,1,144,5371.900826446281,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,12,120000,1248.0,89.0,7,0,1,144,9917.355371900827,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,12,60000,1248.0,89.0,7,0,1,144,4958.677685950413,12.714267551046357,13.303018546545275
Maruti,Ertiga VDI,12,184000,1248.0,89.0,7,0,1,144,15206.611570247935,12.714267551046357,13.304686600863562
Maruti,Ertiga VDI,12,30000,1248.0,89.0,7,0,1,144,2479.3388429752067,12.714267551046357,13.304686600863562
Maruti,Ertiga VDI,12,139000,1248.0,89.0,7,0,1,144,11487.603305785124,12.714267551046357,13.3374763699232
Maruti,Ertiga VDI,12,90000,1248.0,89.0,7,0,1,144,7438.01652892562,12.714267551046357,13.345508528717259
Maruti,Ertiga VDI,12,160000,1248.0,89.0,7,0,1,144,13223.140495867769,12.714267551046357,13.345508528717259
Maruti,Ertiga VDI,12,170000,1248.0,89.0,7,0,1,144,14049.586776859505,12.714267551046357,13.384729180332174
Maruti,Ertiga VDI,11,15000,1248.0,89.0,7,0,1,121,1351.3513513513515,12.714267551046357,13.017005083966255
Maruti,Ertiga VDI,11,110000,1248.0,89.0,7,0,1,121,9909.90990990991,12.714267551046357,13.171155446333852
Maruti,Ertiga VDI,11,110000,1248.0,89.0,7,0,1,121,9909.90990990991,12.714267551046357,13.208542908506082
Maruti,Ertiga VDI,11,50000,1248.0,89.0,7,0,1,121,4504.504504504504,12.714267551046357,13.217675375388819
Maruti,Ertiga VDI,11,79000,1248.0,89.0,7,0,1,121,7117.117117117117,12.714267551046357,13.25339339419516
Maruti,Ertiga VDI,10,90000,1248.0,89.0,7,0,1,100,8910.89108910891,12.714267551046357,13.215855541983634
Maruti,Ertiga VDI,10,68000,1248.0,89.0,7,0,1,100,6732.6732673267325,12.714267551046357,13.255146239950099
