Brand,Model,Age,Kilometer,Engine,Max Power,Seats,Fuel Type_Code,Transmission_Code,Age_Squared,Km_per_Year,Power_per_Seat,Log_Price
Honda,Mobilio RS i DTEC,10,94000,1498.0,99.0,7,0,1,100,9306.930693069307,14.142836938804374,13.384729180332174
Honda,Mobilio RS Option i DTEC,10,93000,1498.0,99.0,7,0,1,100,9207.920792079209,14.142836938804374,13.25339339419516
Honda,Mobilio RS Option i DTEC,10,46000,1498.0,99.0,7,0,1,100,4554.455445544555,14.142836938804374,13.815511557963774
Honda,Mobilio S Diesel,10,72000,1498.0,99.0,7,0,1,100,7128.712871287129,14.142836938804374,13.07107218827772
Honda,Mobilio S i DTEC,10,120000,1498.0,99.0,7,0,1,100,11881.188118811882,14.142836938804374,13.415034483903348
Honda,Mobilio S i DTEC,9,100000,1498.0,99.0,7,0,1,81,10989.010989010989,14.142836938804374,13.017005083966255
Honda,Mobilio S i VTEC,8,70000,1497.0,117.0,7,2,1,64,8641.975308641975,16.714261836768806,13.304686600863562
Honda,Mobilio V i DTEC,11,120000,1498.0,99.0,7,0,1,121,10810.810810810812,14.142836938804374,13.102162710901053
Honda,Mobilio V i DTEC,11,40000,1498.0,99.0,7,0,1,121,3603.603603603604,14.142836938804374,13.304686600863562
Honda,Mobilio V i VTEC,10,35000,1497.0,117.0,7,2,1,100,3465.3465346534654,16.714261836768806,13.122365377402328
Honda,Odyssey Elite,6,131966,3500.0,280.0,8,2,0,36,21633.77049180328,34.99995625005469,14.81175119320578
Honda,Odyssey EX-L,18,273588,3500.0,255.0,5,2,0,324,15115.359116022099,50.999898000204006,13.372625474401065
Honda,Odyssey EX-L,3,29588,3500.0,280.0,5,2,0,9,9544.516129032258,55.999888000224004,14.967673408141199
Honda,Odyssey LX,14,297728,3500.0,248.0,5,2,0,196,21115.460992907803,49.599900800198405,13.517456212320843
Honda,Passport Elite,2,4793,3500.0,280.0,7,2,0,4,2282.3809523809523,39.99994285722449,15.149072168123292
Honda,Passport TrailSport,2,18747,3500.0,285.0,5,2,0,4,8927.142857142857,56.999886000228,15.02025846182294
Honda,Pilot Black Edition,3,36313,3500.0,285.0,5,2,0,9,11713.870967741936,56.999886000228,15.138021845857285
Honda,Pilot Elite,4,68643,3500.0,280.0,5,2,0,16,16742.19512195122,55.999888000224004,14.994914197079897
Honda,Pilot EX,21,296119,3500.0,240.0,5,2,0,441,14034.075829383884,47.999904000192004,13.682779987453252
Honda,Pilot EX-L,14,281635,3500.0,250.0,5,2,0,196,19974.113475177306,49.9999000002,13.528629497949689
Honda,Pilot EX-L,9,217824,3500.0,280.0,8,2,0,81,23936.703296703297,34.99995625005469,14.322123922610153
Honda,Pilot EX-L,9,129552,3500.0,280.0,8,2,0,81,14236.483516483517,34.99995625005469,14.466898325597924
Honda,Pilot EX-L,5,70811,3500.0,280.0,5,2,0,25,13884.50980392157,55.999888000224004,14.886723557629406
Honda,Pilot EX-L,5,46487,3500.0,280.0,8,2,0,25,9115.098039215687,34.99995625005469,14.905012809300374
Honda,Prelude Type SH,24,201168,2200.0,217.0,4,2,1,576,8347.219917012448,54.249864375339065,14.22177601237654
Honda,Ridgeline Black Edition,8,147416,3500.0,280.0,5,2,0,64,18199.50617283951,55.999888000224004,14.58950058753774
Honda,Ridgeline RTL-E,6,43449,3500.0,280.0,5,2,0,36,7122.786885245902,55.999888000224004,14.902541035638956
Honda,Ridgeline RTL-E,4,23242,3500.0,280.0,5,2,0,16,5668.780487804878,55.999888000224004,14.98206214107969
Honda,Ridgeline RTL-E,3,15517,3500.0,280.0,5,2,0,9,5005.4838709677415,55.999888000224004,14.994940023557941
Honda,S2000 Base,25,43291,2000.0,240.0,2,2,1,625,1724.7410358565737,119.99940000299998,14.886751992419269
Honda,S2000 Base,24,192960,2000.0,240.0,2,2,1,576,8006.639004149377,119.99940000299998,14.22177601237654
Honda,S2000 Base,23,177832,2000.0,240.0,2,2,1,529,7698.354978354978,119.99940000299998,14.627240898440242
Honda,S2000 Base,22,162543,2000.0,240.0,5,2,1,484,7354.886877828054,47.999904000192004,14.663608526750796
Honda,S2000 CR,17,132486,2200.0,237.0,2,2,1,289,7747.719298245614,118.49940750296248,14.681308096337414
Honda,S2000 CR,17,71294,2200.0,237.0,2,2,1,289,4169.239766081871,118.49940750296248,15.458538166785583
Honda,WR-V i-DTEC S,8,127991,1498.0,99.0,5,0,1,64,15801.358024691359,19.7999604000792,13.42246945133505
Honda,WR-V i-DTEC S,8,70000,1498.0,99.0,5,0,1,64,8641.975308641975,19.7999604000792,13.45883704259595
Honda,WR-V i-DTEC S,8,70000,1498.0,99.0,5,0,1,64,8641.975308641975,19.7999604000792,13.592368256649284
Honda,WR-V i-DTEC VX,8,65000,1498.0,99.0,5,0,1,64,8024.691358024692,19.7999604000792,13.554147092530322
Honda,WR-V i-DTEC VX,8,39000,1498.0,99.0,5,0,1,64,4814.814814814815,19.7999604000792,13.69334405393293
Honda,WR-V i-DTEC VX,8,40000,1498.0,99.0,5,0,1,64,4938.271604938272,19.7999604000792,13.710151153416941
Honda,WR-V i-DTEC VX,8,50000,1498.0,99.0,5,0,1,64,6172.83950617284,19.7999604000792,13.76421831620775
Honda,WR-V i-DTEC VX,7,25000,1498.0,99.0,5,0,1,49,3521.1267605633807,19.7999604000792,13.592368256649284
Honda,WR-V i-DTEC VX,7,30000,1498.0,99.0,5,0,1,49,4225.352112676057,19.7999604000792,13.633989880380932
Honda,WR-V i-DTEC VX,7,30000,1498.0,99.0,5,0,1,49,4225.352112676057,19.7999604000792,13.710151153416941
Honda,WR-V i-DTEC VX,7,15000,1498.0,99.0,5,0,1,49,2112.6760563380285,19.7999604000792,13.849912950864715
Honda,WR-V i-DTEC VX,6,72000,1498.0,99.0,5,0,1,36,11803.278688524591,19.7999604000792,13.815511557963774
Honda,WR-V i-VTEC S,8,15000,1199.0,89.0,5,2,1,64,1851.851851851852,17.7999644000712,13.45883704259595
Honda,WR-V i-VTEC S,7,30000,1199.0,89.0,5,2,1,49,4225.352112676057,17.7999644000712,13.567050480716235
Honda,WR-V i-VTEC VX,8,25000,1199.0,89.0,5,2,1,64,3086.41975308642,17.7999644000712,13.42246945133505
Honda,WR-V i-VTEC VX,8,30000,1199.0,89.0,5,2,1,64,3703.703703703704,17.7999644000712,13.487007879880162
Honda,WR-V i-VTEC VX,8,12000,1199.0,89.0,5,2,1,64,1481.4814814814815,17.7999644000712,13.617059619240436
Honda,WR-V i-VTEC VX,8,30000,1199.0,89.0,5,2,1,64,3703.703703703704,17.7999644000712,13.617059619240436
Honda,WR-V i-VTEC VX,7,7800,1199.0,89.0,5,2,1,49,1098.5915492957747,17.7999644000712,13.652992804936396
Honda,WR-V i-VTEC VX,7,35000,1199.0,89.0,5,2,1,49,4929.577464788733,17.7999644000712,13.710151153416941
Honda,WR-V i-VTEC VX,6,35000,1199.0,89.0,5,2,1,36,5737.704918032788,17.7999644000712,13.270785106659046
Honda,WR-V S MT Diesel,7,41000,1498.0,99.0,5,0,1,49,5774.647887323944,19.7999604000792,13.579789490265188
Honda,WR-V S MT Petrol,8,23798,1199.0,89.0,5,2,1,64,2938.024691358025,17.7999644000712,13.345508528717259
Honda,WR-V VX MT Diesel,8,75650,1498.0,99.0,5,0,1,64,9339.506172839507,19.7999604000792,13.534474352733596
Honda,WR-V VX MT Petrol,8,53580,1199.0,89.0,5,2,1,64,6614.814814814815,17.7999644000712,13.26212705890841
Honda,WR-V VX MT Petrol,8,39000,1199.0,89.0,5,2,1,64,4814.814814814815,17.7999644000712,13.270785106659046
Honda,WR-V VX MT Petrol,7,45326,1199.0,89.0,5,2,1,49,6383.943661971832,17.7999644000712,13.586098651497313
Honda,WR-V VX MT Petrol,7,27963,1199.0,89.0,5,2,1,49,3938.450704225352,17.7999644000712,13.617059619240436
Honda,WR-V VX MT Petrol,7,42000,1199.0,89.0,5,2,1,49,5915.492957746479,17.7999644000712,13.617059619240436
Honda,WR-V VX MT Petrol,6,17000,1199.0,89.0,5,2,1,36,2786.8852459016393,17.7999644000712,13.710151153416941
Hummer,H2 Base,22,175418,6000.0,325.0,5,2,0,484,7937.466063348415,64.99987000026,14.193605154442224
Hummer,H2 Base,21,209214,6000.0,316.0,5,2,0,441,9915.355450236966,63.19987360025281,14.134764695944483
Hummer,H2 Base,20,178476,6000.0,398.0,5,2,0,400,8879.402985074626,79.5998408003184,14.301818668809052
Hummer,H2 Base,20,233354,6000.0,398.0,5,2,0,400,11609.651741293532,79.5998408003184,14.44491943046408
Hummer,H2 Base,19,273427,6000.0,325.0,5,2,0,361,14315.549738219894,64.99987000026,14.158717919767193
Hummer,H2 Base,17,249448,6200.0,393.0,7,2,0,289,14587.602339181285,56.14277693889009,14.942321825056082
Hummer,H2 Base,17,102595,6200.0,393.0,7,2,0,289,5999.707602339181,56.14277693889009,15.338736991586698
Hummer,H2 SUT,19,144680,6000.0,329.0,7,2,0,361,7574.869109947644,46.999932857238775,14.73240150967046
Hummer,H3 Base,19,189902,3500.0,300.0,5,2,0,361,9942.513089005235,59.999880000240005,14.2162049710485
Hummer,H3 Base,18,323477,3700.0,242.0,5,2,0,324,17871.657458563535,48.399903200193606,13.30548627970186
Hummer,H3 Base,18,247343,3700.0,242.0,5,2,0,324,13665.359116022099,48.399903200193606,13.63348975593907
Hummer,H3 Base,18,221015,3700.0,242.0,5,2,0,324,12210.773480662983,48.399903200193606,13.633989880380932
Hummer,H3 Base,18,163750,3700.0,242.0,5,2,0,324,9046.96132596685,48.399903200193606,13.888631829203
Hummer,H3 Base,15,172973,3700.0,300.0,7,2,0,225,11455.165562913908,42.857081632740524,13.934094161969174
Hyundai,Accent CRDi,20,100000,1493.0,82.0,5,0,1,400,4975.124378109453,16.3999672000656,11.51293546492023
Hyundai,Accent CRDi,20,79000,1493.0,82.0,5,0,1,400,3930.3482587064673,16.3999672000656,11.775297421715827
Hyundai,Accent CRDi,20,200000,1493.0,82.0,5,0,1,400,9950.248756218905,16.3999672000656,12.206077645517674
Hyundai,Accent CRDi,19,90000,1493.0,82.0,5,0,1,361,4712.041884816754,16.3999672000656,11.695255355062795
Hyundai,Accent DLS,22,200000,1493.0,82.0,5,0,1,484,9049.773755656108,16.3999672000656,11.58989576532275
Hyundai,Accent Executive,14,62000,1495.0,94.0,5,2,1,196,4397.163120567376,18.799962400075202,12.04355959836804
Hyundai,Accent Executive,14,70000,1495.0,94.0,5,2,1,196,4964.5390070921985,18.799962400075202,12.100717685412471
Hyundai,Accent Executive,14,35000,1495.0,94.0,5,2,1,196,2482.2695035460993,18.799962400075202,12.429220196836383
Hyundai,Accent Executive,13,109322,1495.0,94.0,5,2,1,169,8345.190839694656,18.799962400075202,12.323860125621126
Hyundai,Accent Executive,10,41273,1495.0,94.0,5,2,1,100,4086.4356435643567,18.799962400075202,12.899222326086994
Hyundai,Accent Executive CNG,15,120000,1495.0,94.0,5,1,1,225,7947.0198675496695,18.799962400075202,11.982935344196433
Hyundai,Accent Executive CNG,13,48000,1495.0,94.0,5,1,1,169,3664.1221374045804,18.799962400075202,12.524530013005734
Hyundai,Accent Executive LPG,15,80000,1495.0,94.0,5,1,1,225,5298.013245033113,18.799962400075202,12.013706813470414
Hyundai,Accent GL,22,133575,1600.0,104.0,5,2,1,484,6044.117647058823,20.799958400083202,12.396118459954055
Hyundai,Accent GLE,22,70000,1495.0,94.0,5,2,1,484,3167.420814479638,18.799962400075202,10.985309671896763
Hyundai,Accent GLE,21,120000,1495.0,94.0,5,2,1,441,5687.203791469194,18.799962400075202,11.289794413577894
Hyundai,Accent GLE,20,50000,1495.0,94.0,5,2,1,400,2487.5621890547263,18.799962400075202,11.296024885689746
Hyundai,Accent GLE,20,120000,1495.0,94.0,5,2,1,400,5970.1492537313425,18.799962400075202,11.918397239722838
Hyundai,Accent GLE,18,120000,1495.0,94.0,5,2,1,324,6629.834254143646,18.799962400075202,11.289794413577894
Hyundai,Accent GLE,17,95200,1495.0,94.0,5,2,1,289,5567.251461988304,18.799962400075202,11.652687407345388
Hyundai,Accent GLE,16,70000,1495.0,94.0,5,2,1,256,4347.826086956521,18.799962400075202,11.695255355062795
Hyundai,Accent GLE,16,87000,1495.0,94.0,5,2,1,256,5403.726708074533,18.799962400075202,12.100717685412471
Hyundai,Accent GLE CNG,17,110000,1495.0,94.0,5,1,1,289,6432.748538011695,18.799962400075202,11.695255355062795
Hyundai,Accent GLS,23,120000,1495.0,94.0,5,2,1,529,5194.805194805194,18.799962400075202,10.915106645867503
Hyundai,Accent GLS,16,70000,1495.0,94.0,5,2,1,256,4347.826086956521,18.799962400075202,11.918397239722838
Hyundai,Accent GLS,12,189097,1600.0,138.0,5,2,0,144,15627.851239669422,27.599944800110404,13.203207609924831
Hyundai,Accent GLS,11,205901,1600.0,138.0,5,2,0,121,18549.63963963964,27.599944800110404,13.346308207608848
Hyundai,Accent GLS 1.6,21,120000,1599.0,94.0,5,2,1,441,5687.203791469194,18.799962400075202,11.608244735642321
Hyundai,Accent GLS 1.6 ABS,21,110000,1599.0,94.0,5,2,1,441,5213.270142180095,18.799962400075202,11.608244735642321
Hyundai,Accent GLS 1.6 ABS,19,140000,1599.0,94.0,5,2,1,361,7329.842931937173,18.799962400075202,11.608244735642321
Hyundai,Accent GLX,22,90000,1495.0,94.0,5,2,1,484,4072.3981900452486,18.799962400075202,11.608244735642321
Hyundai,Accent SEL,3,8208,1600.0,138.0,5,2,0,9,2647.7419354838707,27.599944800110404,14.301818668809052
Hyundai,Accent VIVA CRDi,22,120000,1493.0,82.0,5,0,1,484,5429.8642533936645,16.3999672000656,11.884495917930655
Hyundai,Accent VIVA CRDi,21,160000,1493.0,82.0,5,0,1,441,7582.938388625592,16.3999672000656,12.04355959836804
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,4,26000,1493.0,113.0,7,0,1,16,6341.463414634147,16.142834081665598,14.375126917328105
Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,4,20000,1493.0,113.0,7,0,1,16,4878.048780487806,16.142834081665598,14.430155510369262
Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,4,24000,1999.0,157.0,6,2,0,16,5853.658536585366,26.166623055628243,14.576316854287645
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,3,8000,1493.0,113.0,7,0,0,9,2580.6451612903224,16.142834081665598,14.690979711984754
Hyundai,Aura S 1.2 CNG,5,39000,1197.0,68.0,5,1,1,25,7647.058823529413,13.5999728000544,13.51440681653079
Hyundai,Creta 1.4 CRDi Base,8,45000,1396.0,89.0,5,0,1,64,5555.555555555556,17.7999644000712,13.76421831620775
Hyundai,Creta 1.4 CRDi Base,8,60000,1396.0,89.0,5,0,1,64,7407.407407407408,17.7999644000712,13.771559715366624
Hyundai,Creta 1.4 CRDi S,9,100000,1396.0,89.0,5,0,1,81,10989.010989010989,17.7999644000712,13.493928313146206
Hyundai,Creta 1.4 CRDi S,9,39000,1396.0,89.0,5,0,1,81,4285.714285714286,17.7999644000712,13.623139877437296
Hyundai,Creta 1.4 CRDi S,9,130000,1396.0,89.0,5,0,1,81,14285.714285714286,17.7999644000712,13.710151153416941
Hyundai,Creta 1.4 CRDi S,7,70000,1396.0,89.0,5,0,1,49,9859.154929577466,17.7999644000712,13.864301674514206
Hyundai,Creta 1.4 CRDi S,6,27000,1396.0,89.0,5,0,1,36,4426.229508196721,17.7999644000712,13.864301674514206
Hyundai,Creta 1.4 CRDi S Plus,9,133000,1396.0,89.0,5,0,1,81,14615.384615384615,17.7999644000712,13.76421831620775
Hyundai,Creta 1.4 E Plus,7,60000,1396.0,89.0,5,0,1,49,8450.704225352114,17.7999644000712,13.759998905115909
Hyundai,Creta 1.4 E Plus,6,15000,1396.0,89.0,5,0,1,36,2459.016393442623,17.7999644000712,13.76421831620775
Hyundai,Creta 1.4 E Plus,6,19600,1396.0,89.0,5,0,1,36,3213.1147540983607,17.7999644000712,13.805461232211272
Hyundai,Creta 1.4 EX Diesel,6,15000,1396.0,89.0,5,0,1,36,2459.016393442623,17.7999644000712,13.815511557963774
Hyundai,Creta 1.4 EX Diesel,5,20000,1396.0,89.0,5,0,1,25,3921.568627450981,17.7999644000712,13.864301674514206
Hyundai,Creta 1.4 S,7,68000,1396.0,89.0,5,0,1,49,9577.464788732395,17.7999644000712,13.592368256649284
Hyundai,Creta 1.4 S Plus,6,68000,1396.0,89.0,5,0,1,36,11147.540983606557,17.7999644000712,13.8924725250259
Hyundai,Creta 1.6 CRDi Anniversary Edition,10,40000,1582.0,126.0,5,0,1,100,3960.3960396039606,25.1999496001008,14.077875591662238
Hyundai,Creta 1.6 CRDi Anniversary Edition,9,39000,1582.0,126.0,5,0,1,81,4285.714285714286,25.1999496001008,13.617059619240436
Hyundai,Creta 1.6 CRDi AT S Plus,8,51000,1582.0,126.0,5,0,0,64,6296.2962962962965,25.1999496001008,13.949167817667204
Hyundai,Creta 1.6 CRDi AT SX Plus,10,72000,1582.0,126.0,5,0,0,100,7128.712871287129,25.1999496001008,13.681980308196241
Hyundai,Creta 1.6 CRDi AT SX Plus,10,50000,1582.0,126.0,5,0,0,100,4950.495049504951,25.1999496001008,13.864301674514206
Hyundai,Creta 1.6 CRDi AT SX Plus,9,77150,1582.0,126.0,5,0,0,81,8478.021978021978,25.1999496001008,13.864301674514206
Hyundai,Creta 1.6 CRDi AT SX Plus,8,60000,1582.0,126.0,5,0,0,64,7407.407407407408,25.1999496001008,13.815511557963774
Hyundai,Creta 1.6 CRDi AT SX Plus,8,67000,1582.0,126.0,5,0,0,64,8271.604938271605,25.1999496001008,13.910821646859095
Hyundai,Creta 1.6 CRDi AT SX Plus,7,44000,1582.0,126.0,5,0,0,49,6197.183098591549,25.1999496001008,13.955273369904273
Hyundai,Creta 1.6 CRDi AT SX Plus,5,2700,1582.0,126.0,5,0,0,25,529.4117647058824,25.1999496001008,14.48334044336031
Hyundai,Creta 1.6 CRDi SX,10,108000,1582.0,126.0,5,0,1,100,10693.069306930693,25.1999496001008,13.652992804936396
Hyundai,Creta 1.6 CRDi SX,10,59235,1582.0,126.0,5,0,1,100,5864.851485148515,25.1999496001008,13.652992804936396
Hyundai,Creta 1.6 CRDi SX,10,60000,1582.0,126.0,5,0,1,100,5940.594059405941,25.1999496001008,13.779884416590017
Hyundai,Creta 1.6 CRDi SX,10,90000,1582.0,126.0,5,0,1,100,8910.89108910891,25.1999496001008,13.794286921512647
Hyundai,Creta 1.6 CRDi SX,9,58000,1582.0,126.0,5,0,1,81,6373.626373626374,25.1999496001008,13.652992804936396
Hyundai,Creta 1.6 CRDi SX,9,98000,1582.0,126.0,5,0,1,81,10769.23076923077,25.1999496001008,13.710151153416941
Hyundai,Creta 1.6 CRDi SX,9,110000,1582.0,126.0,5,0,1,81,12087.91208791209,25.1999496001008,13.710151153416941
Hyundai,Creta 1.6 CRDi SX,9,47552,1582.0,126.0,5,0,1,81,5225.494505494506,25.1999496001008,13.742940940397677
Hyundai,Creta 1.6 CRDi SX,9,38600,1582.0,126.0,5,0,1,81,4241.758241758242,25.1999496001008,13.76421831620775
Hyundai,Creta 1.6 CRDi SX,9,50000,1582.0,126.0,5,0,1,81,5494.505494505494,25.1999496001008,13.946539697563276
Hyundai,Creta 1.6 CRDi SX,9,154000,1582.0,126.0,5,0,1,81,16923.076923076922,25.1999496001008,13.955273369904273
Hyundai,Creta 1.6 CRDi SX,8,48698,1582.0,126.0,5,0,1,64,6012.098765432099,25.1999496001008,13.790193775620484
Hyundai,Creta 1.6 CRDi SX,8,60000,1582.0,126.0,5,0,1,64,7407.407407407408,25.1999496001008,13.864301674514206
Hyundai,Creta 1.6 CRDi SX,8,47000,1582.0,126.0,5,0,1,64,5802.469135802469,25.1999496001008,13.933294482509151
Hyundai,Creta 1.6 CRDi SX,8,63309,1582.0,126.0,5,0,1,64,7815.925925925926,25.1999496001008,13.955273369904273
Hyundai,Creta 1.6 CRDi SX,7,46000,1582.0,126.0,5,0,1,49,6478.87323943662,25.1999496001008,14.028200459781736
Hyundai,Creta 1.6 CRDi SX Option,10,74000,1582.0,126.0,5,0,1,100,7326.732673267327,25.1999496001008,13.527829818844937
Hyundai,Creta 1.6 CRDi SX Option,10,60000,1582.0,126.0,5,0,1,100,5940.594059405941,25.1999496001008,13.619496890582589
Hyundai,Creta 1.6 CRDi SX Option,10,120000,1582.0,126.0,5,0,1,100,11881.188118811882,25.1999496001008,13.68767832281738
Hyundai,Creta 1.6 CRDi SX Option,10,80000,1582.0,126.0,5,0,1,100,7920.792079207921,25.1999496001008,13.70903942580019
Hyundai,Creta 1.6 CRDi SX Option,10,70000,1582.0,126.0,5,0,1,100,6930.693069306931,25.1999496001008,13.815511557963774
Hyundai,Creta 1.6 CRDi SX Option,10,50000,1582.0,126.0,5,0,1,100,4950.495049504951,25.1999496001008,13.815511557963774
Hyundai,Creta 1.6 CRDi SX Option,10,73500,1582.0,126.0,5,0,1,100,7277.227722772277,25.1999496001008,13.815511557963774
Hyundai,Creta 1.6 CRDi SX Option,9,80000,1582.0,126.0,5,0,1,81,8791.208791208792,25.1999496001008,13.864301674514206
Hyundai,Creta 1.6 CRDi SX Option,9,94000,1582.0,126.0,5,0,1,81,10329.67032967033,25.1999496001008,13.910821646859095
Hyundai,Creta 1.6 CRDi SX Option,8,186000,1582.0,126.0,5,0,1,64,22962.962962962964,25.1999496001008,13.919871474189012
Hyundai,Creta 1.6 CRDi SX Option,8,90000,1582.0,126.0,5,0,1,64,11111.111111111111,25.1999496001008,14.038654909278163
Hyundai,Creta 1.6 CRDi SX Plus,10,50000,1582.0,126.0,5,0,1,100,4950.495049504951,25.1999496001008,13.710151153416941
Hyundai,Creta 1.6 CRDi SX Plus,9,79000,1582.0,126.0,5,0,1,81,8681.318681318682,25.1999496001008,13.73755009757506
Hyundai,Creta 1.6 CRDi SX Plus,9,70000,1582.0,126.0,5,0,1,81,7692.307692307692,25.1999496001008,13.910821646859095
Hyundai,Creta 1.6 CRDi SX Plus,8,27000,1582.0,126.0,5,0,1,64,3333.3333333333335,25.1999496001008,13.955273369904273
Hyundai,Creta 1.6 CRDi SX Plus,8,25000,1582.0,126.0,5,0,1,64,3086.41975308642,25.1999496001008,13.997832948091215
Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,10,48000,1582.0,126.0,5,0,1,100,4752.475247524752,25.1999496001008,14.077875591662238
Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,8,37000,1582.0,126.0,5,0,1,64,4567.901234567901,25.1999496001008,13.910821646859095
Hyundai,Creta 1.6 E Petrol,9,60125,1591.0,122.0,5,2,1,81,6607.142857142858,24.3999512000976,13.51440681653079
Hyundai,Creta 1.6 Gamma SX Plus,10,90000,1591.0,121.0,5,2,1,100,8910.89108910891,24.199951600096803,13.710151153416941
Hyundai,Creta 1.6 S Plus AT,8,70000,1582.0,126.0,5,0,0,64,8641.975308641975,25.1999496001008,14.13396501635527
Hyundai,Creta 1.6 SX,9,72000,1582.0,126.0,5,0,1,81,7912.087912087913,25.1999496001008,13.652992804936396
Hyundai,Creta 1.6 SX,9,78000,1582.0,126.0,5,0,1,81,8571.428571428572,25.1999496001008,13.85952744338105
Hyundai,Creta 1.6 SX,7,36000,1582.0,126.0,5,0,1,49,5070.422535211268,25.1999496001008,13.849912950864715
Hyundai,Creta 1.6 SX,7,27000,1591.0,121.0,5,2,1,49,3802.816901408451,24.199951600096803,13.997832948091215
Hyundai,Creta 1.6 SX,7,11000,1591.0,121.0,5,2,1,49,1549.2957746478874,24.199951600096803,14.014362236381235
Hyundai,Creta 1.6 SX,4,14000,1582.0,126.0,5,0,1,16,3414.6341463414637,25.1999496001008,14.375126917328105
Hyundai,Creta 1.6 SX (O),10,64000,1582.0,126.0,5,0,1,100,6336.633663366337,25.1999496001008,13.677398403939607
Hyundai,Creta 1.6 SX (O),9,62125,1582.0,126.0,5,0,1,81,6826.923076923077,25.1999496001008,13.681980308196241
Hyundai,Creta 1.6 SX (O),4,17000,1582.0,126.0,5,0,1,16,4146.341463414635,25.1999496001008,14.375126917328105
Hyundai,Creta 1.6 SX Automatic,9,40000,1591.0,121.0,5,2,0,81,4395.604395604396,24.199951600096803,13.698977865303197
Hyundai,Creta 1.6 SX Automatic,7,5000,1591.0,121.0,5,2,0,49,704.2253521126761,24.199951600096803,14.115615891155079
Hyundai,Creta 1.6 SX Automatic,7,55000,1591.0,121.0,5,2,0,49,7746.478873239437,24.199951600096803,14.137594781770806
Hyundai,Creta 1.6 SX Automatic Diesel,10,40000,1582.0,126.0,5,0,0,100,3960.3960396039606,25.1999496001008,13.721200977393528
Hyundai,Creta 1.6 SX Diesel,8,41000,1582.0,126.0,5,0,1,64,5061.728395061728,25.1999496001008,13.790193775620484
Hyundai,Creta 1.6 SX Option,7,14000,1591.0,121.0,5,2,1,49,1971.830985915493,24.199951600096803,13.976779556623864
Hyundai,Creta 1.6 SX Option,6,31000,1591.0,121.0,5,2,1,36,5081.9672131147545,24.199951600096803,13.955273369904273
Hyundai,Creta 1.6 SX Option Executive,7,15000,1591.0,121.0,5,2,1,49,2112.6760563380285,24.199951600096803,14.155548572493503
Hyundai,Creta 1.6 SX Plus AT,10,68566,1582.0,126.0,5,0,0,100,6788.712871287129,25.1999496001008,13.830400155679214
Hyundai,Creta 1.6 SX Plus AT,9,88000,1582.0,126.0,5,0,0,81,9670.329670329671,25.1999496001008,13.698977865303197
Hyundai,Creta 1.6 SX Plus AT,9,66000,1582.0,126.0,5,0,0,81,7252.747252747253,25.1999496001008,13.73755009757506
Hyundai,Creta 1.6 SX Plus AT,9,73000,1582.0,126.0,5,0,0,81,8021.978021978022,25.1999496001008,13.76421831620775
Hyundai,Creta 1.6 SX Plus AT Petrol,9,37079,1591.0,122.0,5,2,0,81,4074.6153846153848,24.3999512000976,13.774689605110144
Hyundai,Creta 1.6 SX Plus AT Petrol,8,50050,1591.0,122.0,5,2,0,64,6179.0123456790125,24.3999512000976,13.88690148514921
Hyundai,Creta 1.6 SX Plus AT Petrol,8,39000,1591.0,122.0,5,2,0,64,4814.814814814815,24.3999512000976,13.90626583447433
Hyundai,Creta 1.6 SX Plus AT Petrol,7,42000,1591.0,122.0,5,2,0,49,5915.492957746479,24.3999512000976,13.815511557963774
Hyundai,Creta 1.6 SX Plus AT Petrol,7,33500,1591.0,122.0,5,2,0,49,4718.30985915493,24.3999512000976,14.04662307257814
Hyundai,Creta 1.6 SX Plus AT Petrol,7,50000,1591.0,122.0,5,2,0,49,7042.253521126761,24.3999512000976,14.07710606547538
Hyundai,Creta 1.6 SX Plus AT Petrol,6,13000,1591.0,122.0,5,2,0,36,2131.1475409836066,24.3999512000976,14.151983508870947
Hyundai,Creta 1.6 SX Plus Petrol,6,36313,1591.0,122.0,5,2,1,36,5952.950819672132,24.3999512000976,13.976779556623864
Hyundai,Creta 1.6 SX Plus Special Edition,10,90000,1582.0,126.0,5,0,1,100,8910.89108910891,25.1999496001008,13.592368256649284
Hyundai,Creta 1.6 SX Plus Special Edition,10,138314,1582.0,126.0,5,0,1,100,13694.455445544554,25.1999496001008,13.698977865303197
Hyundai,Creta 1.6 VTVT E Plus,9,30000,1591.0,121.0,5,2,1,81,3296.703296703297,24.199951600096803,13.45883704259595
Hyundai,Creta 1.6 VTVT E Plus,8,42000,1591.0,121.0,5,2,1,64,5185.185185185185,24.199951600096803,13.681980308196241
Hyundai,Creta 1.6 VTVT S,9,25000,1591.0,121.0,5,2,1,81,2747.252747252747,24.199951600096803,13.592368256649284
Hyundai,Creta E Plus 1.4 CRDI,8,62000,1396.0,89.0,5,0,1,64,7654.3209876543215,17.7999644000712,13.623139877437296
Hyundai,Creta E Plus 1.4 CRDI,7,63000,1396.0,89.0,5,0,1,49,8873.239436619719,17.7999644000712,13.76421831620775
