Brand,Model,Year,Age,Kilometer,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Jaguar,F-TYPE V6 S,2014,11,100091,Petrol,3000,550,Automatic,2,2752033
Jeep,Wrangler Sahara,2020,5,35628,Petrol,3600,285,Automatic,5,3219073
Porsche,718 Boxster S,2017,8,78697,Petrol,2500,394,Automatic,5,5212500
Audi,R8 5.2,2014,11,35084,Petrol,5200,602,Automatic,2,9757800
Lincoln,MKZ Base,2016,9,109757,Petrol,3700,400,Automatic,5,1396950
Chevrolet,S-10 LS Crew Cab,2001,24,223698,Petrol,4300,200,Automatic,3,583800
Mercedes-Benz,G-Class G 550 4MATIC,2021,4,122471,Petrol,4000,443,Automatic,5,10842000
Lexus,RX 350 RX 350 F SPORT Handling,2022,3,23062,Petrol,3500,295,Automatic,5,4586833
BMW,750 i xDrive,2019,6,67441,Petrol,4400,530,Automatic,5,3836317
Chevrolet,Camaro 2SS,2016,9,263932,Petrol,6200,455,Automatic,5,1793100
Ford,Fusion Hybrid SE,2013,12,260605,Other,2000,240,Automatic,5,662613
Hyundai,Santa Cruz 2.5T Limited,2022,3,36740,Petrol,2500,282,Automatic,5,2883972
Lexus,RX 350 F Sport,2023,2,8824,Petrol,2400,295,Automatic,5,4999830
Land,Rover Range Rover Evoque S,2020,5,75464,Petrol,2000,246,Automatic,5,2585400
Chevrolet,Suburban LT,2019,6,115872,Petrol,5300,355,Automatic,5,3252600
Porsche,718 Spyder Base,2020,5,5472,Petrol,4000,414,Manual,5,10833660
Chevrolet,Camaro 1LT,2021,4,28968,Petrol,3600,275,Automatic,5,2502000
Jeep,Gladiator Freedom,2021,4,49294,Petrol,3600,285,Automatic,5,3335833
Toyota,Tacoma Double Cab,2007,18,40209,Petrol,4000,236,Automatic,5,2800572
GMC,Yukon Denali Ultimate,2023,2,16058,Petrol,6200,420,Automatic,8,7839517
Ford,Shelby GT350R Base,2018,7,29773,Petrol,5200,526,Manual,5,6505117
Cadillac,Escalade Premium Luxury Platinum,2021,4,117229,Petrol,6200,420,Automatic,7,6671166
Buick,LaCrosse Base,2017,8,108630,Petrol,3600,310,Automatic,5,1668000
Tesla,Model X Long Range Plus,2020,5,70061,Other,,259,Automatic,5,5503566
Mercedes-Benz,E-Class E 300 4MATIC,2017,8,59385,Petrol,2000,258,Automatic,5,2376900
Chevrolet,Tahoe LT,2017,8,99328,Other,5300,420,Automatic,5,3335833
Kia,Telluride EX,2022,3,57836,Petrol,3800,291,Automatic,7,3613639
Toyota,Tundra Hybrid Limited,2023,2,17297,Other,3400,443,Automatic,6,5262540
Audi,S8 4.0T quattro,2023,2,7173,Petrol,4000,563,Automatic,5,8998860
Nissan,Armada Platinum,2018,7,174140,Petrol,5600,425,Automatic,5,2209933
Land,Rover Discovery HSE,2020,5,52633,Diesel,3000,396,Automatic,5,3886273
Kia,Telluride S,2020,5,119133,Petrol,3800,291,Automatic,5,2744944
Lexus,GS 350 F Sport,2020,5,39672,Petrol,3500,312,Automatic,5,3832230
BMW,X6 xDrive40i,2022,3,20921,Other,3000,547,Automatic,5,5754600
Land,Rover Range Rover P400 SE SWB,2023,2,18829,Other,3000,395,Automatic,5,11133900
Chevrolet,Silverado 3500 High Country,2015,10,124724,Diesel,6600,397,Automatic,5,4503600
Maserati,Quattroporte Sport GT,2007,18,131966,Petrol,4200,433,Automatic,5,667117
Dodge,Viper GTC,2017,8,2235,Petrol,8400,645,Manual,5,40865583
Ford,Expedition Limited,2021,4,48007,Petrol,3500,440,Automatic,5,4614439
Kia,Optima LX,2019,6,100841,Petrol,2400,274,Automatic,5,1376100
Land,Rover Range Rover Sport SVR,2018,7,90133,Petrol,5000,575,Automatic,7,4920600
Lexus,RX 450h F SPORT Handling,2021,4,50477,Other,3500,308,Automatic,5,4420033
Lincoln,Town Car Base,2004,21,44418,Petrol,4600,239,Automatic,6,1242660
Honda,Civic Si,2012,13,76033,Petrol,2400,204,Manual,5,1634640
Lexus,RX 450h Base,2017,8,119007,Other,3500,308,Automatic,5,2667966
RAM,1500 Classic Warlock,2019,6,59155,Other,3600,395,Automatic,5,2664880
Tesla,Model Y Long Range,2023,2,7702,Other,,514,Automatic,5,4003200
Audi,RS 3 2.5T,2023,2,3058,Petrol,2500,401,Automatic,5,6580260
Hyundai,Genesis Coupe 3.8 R-Spec,2014,11,83782,Petrol,3800,429,Manual,5,1251000
Porsche,Boxster RS 60 Spyder,2008,17,93342,Petrol,3400,493,Manual,5,3461100
Ford,F-250 XLT,2010,15,84082,Diesel,6400,400,Manual,2,2176323
Kia,Sorento EX,2016,9,103464,Petrol,2000,290,Automatic,5,1417717
Nissan,370Z Touring,2009,16,60350,Petrol,3700,332,Manual,5,1793100
Genesis,G70 2.0T,2023,2,3413,Petrol,2000,252,Automatic,5,3398550
Land,Rover Range Rover Sport Supercharged,2013,12,91732,Petrol,5000,517,Automatic,7,2168400
Mercedes-Benz,S-Class S 560 4MATIC,2020,5,35405,Petrol,4000,560,Automatic,5,5796300
Ford,Bronco Wildtrak Advanced,2023,2,3219,Petrol,2700,330,Automatic,5,5546100
RAM,1500 SLT,2018,7,99460,Other,3600,540,Automatic,3,2668800
Jeep,Grand Cherokee Laredo,2013,12,171717,Other,3600,305,Automatic,5,1125900
Audi,RS 5 4.2,2013,12,122254,Petrol,4200,570,Automatic,4,3002317
Jeep,Grand Cherokee L Overland,2022,3,51183,Petrol,3600,357,Automatic,5,4086183
Chrysler,Crossfire Limited,2005,20,187198,Petrol,3200,250,Automatic,5,500400
Audi,S5 4.2 Premium Plus,2011,14,252465,Petrol,4200,362,Manual,5,825660
Tesla,Model X Base,2023,2,317,Other,,670,Automatic,7,7089000
Cadillac,CT4 Luxury,2020,5,56649,Petrol,2000,325,Automatic,5,2376900
Maserati,Ghibli S Q4,2014,11,122310,Petrol,3000,424,Automatic,5,1584600
Jaguar,F-PACE 25t Premium,2019,6,46671,Petrol,2000,296,Automatic,5,2877300
BMW,750 i xDrive,2019,6,53911,Petrol,4400,530,Automatic,5,3710883
Acura,TLX V6 Advance,2019,6,41487,Petrol,3500,355,Automatic,5,2585317
GMC,Terrain SLT-1,2015,10,122786,Petrol,2400,305,Automatic,5,792300
BMW,i3 Base w/Range Extender,2014,11,47561,Other,650,170,Automatic,5,1067520
Nissan,Versa 1.8 S,2011,14,176870,Petrol,1800,122,Automatic,5,375300
Mercedes-Benz,C-Class C 300 4MATIC,2019,6,37148,Petrol,2000,255,Automatic,5,2793900
Toyota,Matrix XRS,2003,22,231101,Petrol,1800,180,Manual,5,350197
RAM,1500 Limited,2021,4,35405,Petrol,5700,540,Automatic,5,4570320
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,3,20921,Other,3000,585,Automatic,5,6797100
Audi,A5 2.0T Premium,2018,7,85295,Petrol,2000,450,Automatic,5,2335200
Lincoln,Navigator Reserve,2019,6,72003,Petrol,3500,450,Automatic,7,4420117
Audi,A6 3.2 quattro,2008,17,325087,Petrol,3200,444,Automatic,5,475380
Chevrolet,Silverado 1500 LT Crew Cab,2006,19,346008,Petrol,6000,360,Automatic,5,583383
Mercedes-Benz,S-Class S 560,2019,6,124141,Petrol,4000,621,Automatic,5,4169833
Volvo,XC90 T6 Momentum,2018,7,145872,Petrol,2000,316,Automatic,5,2168317
Toyota,Camry SE,2011,14,285983,Petrol,2500,232,Automatic,5,642180
Mercedes-Benz,Metris Base,2018,7,93905,Petrol,2000,208,Automatic,2,2460050
Chevrolet,Camaro 2LT,2010,15,138677,Petrol,3600,312,Automatic,5,1417800
Mazda,MX-5 Miata Grand Touring,2012,13,58850,Petrol,2000,181,Manual,5,1684597
Ford,Escape SE,2015,10,87479,Petrol,1600,181,Automatic,5,1355250
Mercedes-Benz,S-Class S 63 AMG,2015,10,32821,Petrol,5500,577,Automatic,4,4970473
Kia,Niro EX,2023,2,12196,Other,1600,139,Automatic,5,2594824
Porsche,Boxster Base,2010,15,104285,Petrol,2900,310,Manual,5,1743060
Toyota,4Runner Trail,2016,9,189548,Petrol,4000,270,Automatic,5,2314350
Hyundai,Kona EV SEL,2019,6,53269,Other,,201,Automatic,5,1517880
Land,Rover Range Rover Evoque SE,2016,9,138728,Petrol,2000,240,Automatic,5,1563750
Ford,E350 Super Duty XLT,2012,13,262322,Other,5400,305,Automatic,5,1630470
Mercedes-Benz,SL-Class SL500 Roadster,2004,21,56971,Petrol,5000,510,Automatic,5,2076660
Jeep,Compass Trailhawk,2018,7,49890,Petrol,2400,200,Automatic,5,1834800
Mercedes-Benz,S-Class S 560 4MATIC,2018,7,165873,Petrol,4000,621,Automatic,5,3419233
Mercedes-Benz,G-Class G 550 4MATIC,2021,4,36178,Petrol,4000,443,Automatic,5,11325720
Tesla,Model X P90D,2016,9,146450,Other,,328,Automatic,7,3294300
Lexus,IS-F Base,2010,15,66788,Petrol,5000,416,Automatic,4,3736320
BMW,335 i,2010,15,147327,Petrol,3000,306,Automatic,5,1084200
Audi,RS 7 4.0T,2022,3,6598,Other,4000,621,Automatic,5,13552500
Buick,Lucerne CXL,2006,19,177027,Petrol,4600,275,Automatic,5,417000
Lincoln,MKX Reserve,2016,9,141622,Petrol,2700,335,Automatic,5,1542900
Nissan,Armada Platinum,2018,7,68933,Petrol,5600,425,Automatic,5,3085800
Porsche,911 Carrera,2020,5,37462,Petrol,3000,388,Automatic,5,9590833
BMW,435 Gran Coupe i,2015,10,96721,Petrol,3000,626,Automatic,5,2084583
Jeep,Wagoneer Series III,2022,3,27972,Petrol,5700,471,Automatic,5,5811729
Cadillac,ATS 2.5L,2013,12,101665,Petrol,2500,202,Automatic,5,1083783
Ford,Transit Connect XLT,2010,15,115872,Petrol,2000,136,Automatic,2,909060
Kia,EV6 GT-Line,2022,3,7757,Other,,320,Automatic,5,3961500
Audi,S5 3.0T Premium Plus,2014,11,109274,Petrol,3000,362,Manual,4,2167566
Toyota,Tundra SR,2018,7,82076,Petrol,5700,381,Automatic,5,3169200
Jeep,Wrangler Unlimited Freedom Edition,2013,12,87709,Petrol,3600,285,Automatic,5,2919000
Maserati,Quattroporte Base,2006,19,99522,Petrol,4200,396,Automatic,5,1376100
Mercedes-Benz,CLS-Class CLS500,2006,19,46590,Petrol,5000,383,Automatic,5,1396950
GMC,Sierra 3500 SLE,2002,23,482802,Diesel,6600,340,Automatic,3,417000
Nissan,Frontier SL,2011,14,166406,Petrol,4000,261,Automatic,5,1417800
BMW,M5 Base,2023,2,1313,Petrol,4400,600,Automatic,5,9165660
Porsche,911 R,2016,9,1157,Petrol,4000,500,Manual,5,40782600
Land,Rover Defender X-Dynamic SE,2023,2,5919,Other,3000,395,Automatic,7,6838633
Ford,F-150 XL,2016,9,172199,Other,5000,385,Automatic,3,1834800
BMW,M8 Competition,2022,3,8076,Petrol,4400,625,Automatic,5,9590833
Porsche,911 Carrera S,2010,15,22289,Petrol,3800,473,Manual,5,5954760
Volvo,XC70 3.2,2008,17,75156,Petrol,3200,238,Automatic,5,950760
Chrysler,300 Touring,2021,4,34565,Petrol,3600,363,Automatic,5,2318353
Honda,Insight EX,2020,5,103320,Other,1500,151,Automatic,5,1709617
Porsche,Cayman S,2006,19,50010,Petrol,3400,380,Automatic,5,3023250
Tesla,Model Y Performance,2022,3,40636,Other,,455,Automatic,5,3986520
BMW,M5 Competition,2020,5,56971,Petrol,4400,625,Automatic,5,6000630
Audi,S4 4.2 quattro,2004,21,119139,Petrol,4200,487,Manual,5,1334400
Ford,F-250 Platinum,2021,4,78132,Diesel,6700,500,Automatic,5,5837833
Kia,Seltos S,2023,2,8340,Petrol,2000,175,Automatic,5,2710500
RAM,ProMaster 2500 High Roof,2019,6,50986,Petrol,3600,280,Automatic,5,2793900
BMW,M760 M760i xDrive,2020,5,37707,Petrol,6600,600,Automatic,4,6755233
Mercedes-Benz,E-Class E 400,2015,10,48763,Petrol,3000,400,Automatic,5,2418600
Cadillac,XTS Luxury,2016,9,180246,Petrol,3600,410,Automatic,5,1217557
INFINITI,Q50 Premium,2014,11,204959,Petrol,3700,560,Automatic,5,1667166
Volkswagen,Touareg V6 Executive,2017,8,81433,Petrol,3600,280,Automatic,7,2409426
Chevrolet,Suburban 1500 LTZ,2011,14,312212,Other,5300,320,Automatic,5,829830
Toyota,Tundra SR5,2021,4,53840,Petrol,5700,381,Automatic,5,3732150
BMW,X1 sDrive28i,2022,3,69202,Petrol,2000,228,Automatic,5,2981550
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,9,74194,Petrol,4700,550,Automatic,5,2944020
Cadillac,XTS Luxury,2019,6,94951,Petrol,3600,410,Automatic,5,1751400
Jaguar,XJ8 Base,2004,21,215652,Petrol,4200,400,Automatic,5,792300
Chevrolet,Camaro ZL1,2020,5,5979,Petrol,6200,650,Automatic,5,12510000
Mercedes-Benz,Sprinter 2500,2012,13,161328,Diesel,3000,188,Automatic,5,2001600
Mercedes-Benz,C-Class C 300 4MATIC,2022,3,13813,Petrol,2000,362,Automatic,5,3586117
Dodge,Dakota SLT,2003,22,228204,Petrol,4700,310,Automatic,6,475380
Audi,A5 2.0T Premium Plus,2012,13,123919,Petrol,2000,268,Automatic,4,1150920
Audi,A5 2.0T Premium,2018,7,107882,Petrol,2000,252,Automatic,5,2627100
Audi,S5 3.0 Premium Plus,2012,13,98894,Petrol,3000,362,Automatic,5,1626300
Porsche,Panamera GTS,2015,10,63569,Petrol,4800,493,Automatic,4,4386006
Mercedes-Benz,AMG GT C,2020,5,10622,Petrol,4000,557,Automatic,5,10750260
Chevrolet,Camaro 2SS,2023,2,3701,Petrol,6200,455,Manual,5,4295100
Audi,Q7 Premium Plus,2023,2,17061,Other,3000,335,Automatic,5,5170633
Maserati,GranTurismo MC,2018,7,28968,Petrol,4700,454,Automatic,4,5587800
GMC,Sierra 2500 AT4,2022,3,50986,Petrol,6600,445,Automatic,3,5668114
Cadillac,XT6 Sport AWD,2020,5,38808,Petrol,3600,400,Automatic,5,4122212
Jeep,Grand Cherokee L Laredo,2022,3,35581,Petrol,3600,295,Automatic,5,3618643
Chevrolet,Avalanche 1500 LT,2012,13,238182,Other,5300,320,Automatic,5,1501200
BMW,M5 Base,2018,7,65983,Petrol,4400,714,Automatic,5,5020680
Nissan,Titan SE,2009,16,205352,Other,5600,317,Automatic,5,1626300
Dodge,Ram 1500 SRT-10 Quad Cab,2005,20,222813,Petrol,8300,510,Automatic,5,1584600
GMC,Sierra 1500 SLT,2013,12,370148,Other,5300,315,Automatic,3,1292700
Lexus,RX 350 F Sport,2017,8,86339,Petrol,3500,295,Automatic,5,2752200
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,13,280025,Petrol,4600,501,Automatic,5,1000717
INFINITI,QX80 Luxe,2022,3,80242,Petrol,5600,450,Automatic,5,3973593
Mercedes-Benz,AMG C 63 S,2021,4,21967,Petrol,4000,503,Automatic,5,6255000
BMW,528 i xDrive,2016,9,215652,Petrol,2000,407,Automatic,5,1125900
Porsche,911 Carrera,2014,11,125529,Petrol,3400,503,Automatic,5,5671200
Porsche,Boxster S,2005,20,105814,Petrol,3200,280,Automatic,5,1813950
BMW,X6 M Base,2021,4,28968,Petrol,4400,617,Automatic,5,7839600
Ford,Mustang Premium,2007,18,195744,Petrol,4000,500,Automatic,4,788130
Rivian,R1S Launch Edition,2023,2,7242,Other,,835,Automatic,7,7505917
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,3,15141,Other,2000,462,Automatic,7,5170717
BMW,528 i xDrive,2016,9,193121,Petrol,2000,407,Automatic,5,1334400
Cadillac,Escalade ESV Platinum,2016,9,271335,Petrol,6200,420,Automatic,7,2460300
Chevrolet,Corvette Base,2004,21,70336,Petrol,5700,405,Manual,2,2160060
Audi,A5 2.0T Premium,2013,12,178637,Petrol,2000,252,Automatic,4,959100
Audi,TT 2.0T Premium,2012,13,103881,Petrol,2000,355,Automatic,4,1417800
Buick,LaCrosse CX,2007,18,85295,Petrol,3800,300,Automatic,6,542100
Chevrolet,Camaro 2SS,2017,8,21670,Petrol,6200,455,Automatic,4,3744660
Tesla,Model Y Long Range,2023,2,9405,Other,,514,Automatic,5,4336800
BMW,M3 Base,2015,10,119091,Petrol,3000,431,Manual,5,3336000
Kia,Optima LX,2011,14,161467,Petrol,2400,245,Automatic,5,575460
Toyota,Supra 3.0 Premium,2022,3,39992,Petrol,3000,434,Automatic,5,4467571
Lincoln,Nautilus Reserve,2021,4,28110,Petrol,2000,335,Automatic,5,3657924
Nissan,Pathfinder SL,2015,10,185074,Petrol,3500,271,Automatic,7,1000383
BMW,X5 xDrive50i,2015,10,115872,Petrol,4400,567,Automatic,7,2210100
Mazda,MazdaSpeed3 Grand Touring,2008,17,260713,Petrol,2300,263,Manual,5,542100
GMC,Yukon XL SLT,2017,8,76587,Petrol,5300,420,Automatic,8,3794700
Toyota,bZ4X Limited,2023,2,10538,Other,,214,Automatic,5,3502717
RAM,ProMaster 2500 High Roof,2018,7,16639,Petrol,3600,280,Automatic,5,3084966
RAM,1500 Classic SLT,2021,4,51647,Petrol,3600,395,Automatic,2,2928424
Lexus,GS 350 Base,2014,11,137236,Petrol,3500,350,Automatic,5,2001433
Hyundai,Tucson Limited,2016,9,222089,Petrol,1600,176,Automatic,5,916566
Chevrolet,SSR Base,2003,22,140817,Petrol,5300,390,Automatic,5,1417717
Maserati,GranTurismo Base,2013,12,56198,Petrol,4700,454,Automatic,5,3244260
Tesla,Model X Performance,2020,5,43813,Other,,259,Automatic,5,5504317
BMW,M2 Base,2018,7,40234,Petrol,3000,480,Automatic,5,4336800
Tesla,Model Y Long Range,2021,4,23564,Other,,514,Automatic,7,4044900
Subaru,Outback 2.5i Limited,2015,10,260713,Petrol,2500,256,Automatic,5,1167517
Buick,Roadmaster Estate,1996,29,192316,Petrol,5700,264,Automatic,8,1417717
Land,Rover Range Rover 5.0L Supercharged,2017,8,163831,Petrol,5000,525,Automatic,5,3044100
Ford,Expedition Max XLT,2021,4,135749,Petrol,3500,440,Automatic,8,3560429
Nissan,Leaf SL,2012,13,43340,Other,,107,Automatic,5,558780
Toyota,Tacoma TRD Pro,2019,6,65497,Petrol,3500,326,Automatic,5,3576692
Mercedes-Benz,AMG GT 63 S 4-Door,2020,5,64374,Petrol,4000,429,Automatic,5,9382500
BMW,230 i,2019,6,48280,Petrol,2000,335,Automatic,4,2418600
Lexus,ES 350 Base,2007,18,127106,Petrol,3500,306,Automatic,5,884040
Porsche,911 Carrera S Cabriolet,2007,18,46420,Petrol,3800,473,Manual,4,5837583
Porsche,Taycan Turbo,2020,5,33841,Other,,402,Automatic,5,8081460
Maserati,Levante Modena,2023,2,8705,Petrol,3000,523,Automatic,5,7418430
Dodge,Challenger SRT Hellcat,2020,5,20439,Petrol,6200,717,Automatic,5,5829660
Mazda,Mazda6 Touring,2021,4,30577,Petrol,2500,250,Automatic,5,2160060
Audi,S4 3.0T Premium,2019,6,19312,Petrol,3000,349,Automatic,5,4003200
Ford,Mustang GT Premium,2016,9,41387,Petrol,5000,435,Manual,4,2827260
Tesla,Model Y Long Range,2022,3,19401,Other,,280,Automatic,7,3702960
Audi,TTS 2.0T Premium Plus,2011,14,112171,Petrol,2000,265,Automatic,4,1918200
BMW,M2 Competition,2020,5,40254,Petrol,3000,450,Automatic,5,4587000
Audi,Q4 e-tron Sportback Premium,2023,2,1860,Other,,282,Automatic,5,4578660
BMW,740 i,2016,9,93244,Petrol,3000,445,Automatic,5,2293500
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,7,84803,Petrol,3000,510,Automatic,5,4169917
Mercedes-Benz,S-Class S 550 4MATIC,2015,10,86904,Petrol,4700,449,Automatic,5,3085800
Honda,S2000 Base,2002,23,177832,Petrol,2000,240,Manual,2,2251800
Chevrolet,Corvette Base,2000,25,156911,Petrol,5700,345,Manual,5,834000
Chevrolet,Colorado Z71,2020,5,33650,Petrol,3600,310,Automatic,5,2951276
Mercedes-Benz,S-Class S 63 AMG,2013,12,124962,Petrol,5500,585,Automatic,5,3336000
Bentley,Continental GTC Base,2013,12,127817,Petrol,6000,500,Automatic,5,5337600
GMC,Sierra 2500 SLE H/D Extended Cab,2002,23,86663,Petrol,8100,445,Automatic,3,1409460
Audi,SQ5 3.0T Premium,2020,5,35135,Petrol,3000,349,Automatic,5,3502800
Toyota,Corolla iM Base,2017,8,67483,Petrol,1800,137,Manual,5,1559580
GMC,Yukon XL SLT,2017,8,177027,Petrol,5300,355,Automatic,5,2918917
Toyota,Tundra 1794,2020,5,108470,Petrol,5700,437,Automatic,5,3961500
Subaru,WRX Premium,2017,8,100844,Petrol,2000,329,Manual,5,2001600
Subaru,WRX Base,2015,10,164153,Petrol,2000,271,Manual,5,1501200
INFINITI,Q50 Premium,2014,11,128401,Petrol,3700,560,Automatic,5,1375099
Chevrolet,Suburban Premier,2017,8,268034,Petrol,5300,355,Automatic,5,2080830
Toyota,Sequoia Limited,2006,19,306830,Petrol,4700,273,Automatic,8,742260
Porsche,Cayenne GTS,2009,16,218236,Petrol,4800,406,Automatic,5,1251000
Kia,Telluride S,2023,2,23657,Petrol,3800,291,Automatic,5,3327660
Mercedes-Benz,AMG E 63 S 4MATIC,2019,6,20897,Petrol,4000,603,Automatic,5,8006400
BMW,Z4 sDrive35is,2014,11,6759,Petrol,3000,515,Automatic,5,5420583
Subaru,Impreza 2.0i Sport,2017,8,70811,Petrol,2000,300,Manual,5,1959900
Dodge,Dart SE,2015,10,106216,Petrol,2000,160,Manual,5,1000800
Land,Rover Range Rover P525 Westminster,2021,4,28880,Petrol,5000,518,Automatic,5,7497660
Nissan,370Z Base,2013,12,171717,Petrol,3700,350,Manual,5,1459500
Cadillac,Escalade ESV Luxury,2020,5,193121,Petrol,6200,420,Automatic,5,4587000
Mercedes-Benz,E-Class E 350,2012,13,95917,Petrol,3500,313,Automatic,5,1659660
Kia,Optima Hybrid EX,2012,13,188647,Other,2400,274,Automatic,5,742260
Chevrolet,Silverado 3500 LTZ,2022,3,137116,Diesel,6600,445,Automatic,2,5629500
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,7,102113,Petrol,2000,292,Manual,5,2028705
Dodge,Ram 1500 SRT-10,2004,21,117482,Petrol,8300,510,Manual,5,1876500
Scion,tC Anniversary Edition,2014,11,185074,Petrol,2500,182,Manual,5,958683
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,9,90123,Petrol,5000,550,Automatic,5,4161660
Lexus,LS 500 Base,2018,7,108302,Petrol,3500,416,Automatic,5,3411060
Chevrolet,Suburban 1500 LT,2015,10,288394,Petrol,5300,355,Automatic,8,1334400
Maserati,GranTurismo Base,2015,10,45062,Petrol,4700,454,Automatic,4,3752917
Porsche,911 Carrera Turbo,2003,22,249448,Petrol,3600,444,Manual,5,4587000
Hyundai,Sonata Hybrid Base,2012,13,247838,Other,2400,206,Automatic,5,708900
Cadillac,CTS Luxury,2012,13,100584,Petrol,3000,323,Automatic,5,1580847
BMW,323 Ci,2000,25,285980,Petrol,2500,189,Automatic,5,208500
Tesla,Model 3 Standard Range Plus,2019,6,134702,Other,,450,Automatic,5,2168400
Nissan,370Z Touring,2012,13,104607,Petrol,3700,350,Manual,5,1793100
Mercedes-Benz,GLS 450 Base 4MATIC,2018,7,101079,Petrol,3000,375,Automatic,7,3219073
Ford,Mustang GT Premium,2021,4,4828,Petrol,5000,460,Manual,5,4128300
Audi,Q5 2.0T Premium,2012,13,191511,Petrol,2000,268,Automatic,5,1000800
RAM,2500 Big Horn,2013,12,320046,Diesel,6700,395,Automatic,5,2085000
Dodge,Ram 1500 ST,2011,14,302556,Petrol,3700,390,Automatic,6,708900
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,12,253318,Petrol,3500,251,Automatic,5,896550
Dodge,Challenger SRT Hellcat,2016,9,13242,Petrol,6200,707,Automatic,5,5212500
Land,Rover Range Rover 3.0L Supercharged HSE,2018,7,117644,Petrol,3000,575,Automatic,5,3582030
BMW,M4 Base,2018,7,17622,Petrol,3000,530,Manual,5,5086983
Mercedes-Benz,S-Class S 560 4MATIC,2018,7,101646,Petrol,4000,621,Automatic,5,3919800
Land,Rover Range Rover 5.0L V8 Supercharged,2019,6,51283,Petrol,5000,575,Automatic,5,5746260
Chevrolet,Express 3500 Base,2009,16,120701,Petrol,6000,401,Automatic,5,1576260
Toyota,4Runner TRD Pro,2016,9,157715,Petrol,4000,270,Automatic,5,3002400
Mazda,MX-5 Miata Grand Touring,2012,13,54035,Petrol,2000,181,Manual,2,1576260
Volkswagen,Touareg VR6 Lux,2012,13,198271,Petrol,3600,355,Automatic,5,1038247
Jaguar,XJ Base,2013,12,180246,Petrol,3000,470,Automatic,5,733920
Chevrolet,Camaro 2SS,2010,15,109435,Petrol,6200,426,Automatic,5,1626300
INFINITI,G37 x,2012,13,193121,Petrol,3700,348,Automatic,5,1209300
BMW,X6 xDrive50i,2019,6,72420,Petrol,4400,456,Automatic,5,3919717
Chevrolet,Camaro LT1,2022,3,10783,Petrol,6200,455,Automatic,5,3294300
Porsche,Taycan Base,2021,4,10919,Other,,402,Automatic,5,9082260
Mercedes-Benz,S-Class S 63 AMG,2015,10,65822,Petrol,5500,577,Automatic,4,4983150
Cadillac,Escalade ESV Premium Luxury,2018,7,119333,Petrol,6200,420,Automatic,5,3753000
Toyota,Camry Hybrid XLE,2014,11,151999,Other,2500,268,Automatic,5,1334317
Audi,A6 3.0T Prestige,2015,10,173809,Petrol,3000,444,Automatic,5,1667833
BMW,X5 M Base,2012,13,189902,Petrol,4400,555,Automatic,5,1417800
Jaguar,F-PACE SVR,2020,5,62442,Petrol,5000,550,Automatic,7,4795500
BMW,740 i,2017,8,88514,Petrol,3000,375,Automatic,5,3336000
BMW,M340 i xDrive,2021,4,56274,Other,3000,387,Automatic,5,4169917
Jeep,Wrangler Unlimited Sport,2016,9,137317,Petrol,3600,285,Automatic,5,2502000
RAM,2500 Tradesman,2018,7,102595,Petrol,6400,410,Automatic,3,3002400
Ford,Mustang V6,2016,9,140412,Petrol,3700,300,Automatic,4,1667917
BMW,328 i,1997,28,331524,Petrol,2800,286,Manual,5,1326060
Mercedes-Benz,GL-Class GL 450,2011,14,181620,Petrol,4700,340,Automatic,5,1000717
Rivian,R1S Adventure Package,2023,2,1851,Other,,835,Automatic,7,8077290
Tesla,Model Y Long Range,2023,2,16093,Other,,514,Automatic,5,4003200
Mercedes-Benz,E-Class E 350,2022,3,22692,Petrol,2000,362,Automatic,5,4420200
BMW,X7 xDrive40i,2023,2,23110,Other,3000,523,Automatic,7,7130283
Chevrolet,Trailblazer RS,2023,2,16093,Petrol,1300,155,Automatic,5,2668800
Chevrolet,Suburban 1500 LTZ,2015,10,350031,Petrol,5300,355,Automatic,7,1668000
Chevrolet,Suburban Premier,2021,4,118843,Petrol,5300,420,Automatic,5,5086983
Jeep,Gladiator Overland,2020,5,64374,Petrol,3600,285,Automatic,5,3753000
GMC,Yukon XL AT4,2023,2,16061,Petrol,5300,420,Automatic,5,6838800
Mazda,Mazda6 Grand Touring Reserve,2019,6,67587,Petrol,2500,250,Automatic,5,2084583
Alfa,Romeo Giulia Ti,2021,4,3219,Petrol,2000,505,Automatic,5,3252600
Mercedes-Benz,CLA-Class CLA 250,2016,9,68799,Petrol,2000,375,Automatic,4,1918117
BMW,330 330i xDrive,2019,6,31339,Petrol,2000,255,Automatic,5,2643613
Volkswagen,Beetle 2.0T S,2019,6,56874,Petrol,2000,509,Automatic,5,1918200
Mercedes-Benz,CLK-Class CLK 350,2008,17,149669,Petrol,3500,272,Automatic,4,1000800
Audi,RS 7 4.0T Prestige,2014,11,106458,Petrol,4000,621,Automatic,5,4002783
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,3,31144,Other,2000,462,Automatic,5,4553557
