Brand,Model,Year,Age,Kilometer,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Cadillac,Escalade Luxury,2018,7,86019,Petrol,6200,420,Automatic,5,4169917
Cadillac,Escalade Platinum,2018,7,79297,Petrol,6200,420,Automatic,5,4503600
Cadillac,Escalade Platinum,2019,6,148059,Petrol,6200,420,Automatic,5,4328460
Cadillac,Escalade Platinum,2020,5,78235,Petrol,6200,420,Automatic,8,5129100
Cadillac,Escalade Platinum Edition,2012,13,257895,Other,6200,403,Automatic,5,1075860
Cadillac,Escalade Premium,2010,15,167371,Other,6200,403,Automatic,5,1626300
Cadillac,Escalade Premium,2013,12,182491,Other,6200,403,Automatic,5,1567920
Cadillac,Escalade Premium,2015,10,114263,Petrol,6200,800,Automatic,8,3002317
Cadillac,Escalade Premium Luxury,2017,8,88514,Petrol,6200,420,Automatic,5,4161660
Cadillac,Escalade Premium Luxury,2021,4,18441,Petrol,6200,420,Automatic,5,7414260
Cadillac,Escalade Premium Luxury,2022,3,30980,Petrol,6200,420,Automatic,5,7255717
Cadillac,Escalade Premium Luxury,2023,2,966,Petrol,6200,420,Automatic,5,8590200
Cadillac,Escalade Premium Luxury Platinum,2021,4,117229,Petrol,6200,420,Automatic,7,6671166
Cadillac,Escalade Premium Luxury Platinum,2021,4,24703,Petrol,6200,420,Automatic,7,7797900
Cadillac,Escalade Sport,2023,2,13731,Diesel,3000,420,Automatic,5,9165660
Cadillac,Escalade Sport,2023,2,4828,Diesel,3000,420,Automatic,5,10341517
Cadillac,Escalade Sport Platinum,2021,4,45256,Petrol,6200,420,Automatic,8,7422600
Cadillac,Escalade Sport Platinum,2021,4,61960,Petrol,6200,420,Automatic,5,7922583
Cadillac,Escalade Sport Platinum,2021,4,25249,Diesel,3000,420,Automatic,8,8169197
Cadillac,Escalade Sport Platinum,2021,4,41843,Petrol,6200,420,Automatic,5,8673600
Cadillac,LYRIQ Luxury,2023,2,1754,Other,,340,Automatic,5,5733750
Cadillac,SRX Luxury Collection,2012,13,140817,Other,3600,308,Automatic,5,959017
Cadillac,SRX Luxury Collection,2016,9,113463,Petrol,3600,320,Automatic,5,1292700
Cadillac,SRX Luxury Collection,2016,9,99053,Petrol,3600,320,Automatic,5,1667833
Cadillac,SRX Performance Collection,2011,14,200430,Petrol,3000,300,Automatic,5,704730
Cadillac,SRX Standard,2016,9,77248,Petrol,3600,320,Automatic,5,2084583
Cadillac,STS V6,2005,20,154497,Petrol,3600,469,Automatic,5,416917
Cadillac,XLR Base,2009,16,111725,Petrol,4600,443,Automatic,5,3044100
Cadillac,XLR V,2008,17,104285,Petrol,4400,449,Automatic,5,2059980
Cadillac,XT4 Sport,2019,6,71616,Petrol,2000,241,Automatic,5,2410260
Cadillac,XT5 Base,2019,6,119757,Petrol,3600,310,Automatic,5,2168400
Cadillac,XT5 Luxury,2017,8,115969,Petrol,3600,310,Automatic,5,2050806
Cadillac,XT5 Luxury,2019,6,87424,Petrol,3600,310,Automatic,5,2335033
Cadillac,XT5 Luxury,2019,6,71925,Petrol,3600,310,Automatic,5,2699491
Cadillac,XT5 Premium Luxury,2021,4,107021,Petrol,3600,310,Automatic,5,2376900
Cadillac,XT6 Premium Luxury AWD,2023,2,357,Petrol,3600,400,Automatic,5,5754600
Cadillac,XT6 Sport AWD,2020,5,38808,Petrol,3600,400,Automatic,5,4122212
Cadillac,XTS Luxury,2013,12,244620,Petrol,3600,304,Automatic,5,708900
Cadillac,XTS Luxury,2014,11,101308,Petrol,3600,410,Automatic,5,1459333
Cadillac,XTS Luxury,2016,9,180246,Petrol,3600,410,Automatic,5,1217557
Cadillac,XTS Luxury,2017,8,111510,Petrol,3600,410,Automatic,5,1751150
Cadillac,XTS Luxury,2018,7,75174,Petrol,3600,410,Automatic,5,1738890
Cadillac,XTS Luxury,2019,6,94951,Petrol,3600,410,Automatic,5,1751400
Cadillac,XTS Luxury,2019,6,86908,Petrol,3600,410,Automatic,5,1876500
Cadillac,XTS Premium,2013,12,91507,Petrol,3600,304,Automatic,5,1834383
Chevrolet,Avalanche 1500 LS,2005,20,209214,Other,5300,345,Automatic,6,600480
Chevrolet,Avalanche 1500 LS,2005,20,156341,Other,5300,345,Automatic,6,667117
Chevrolet,Avalanche 1500 LS,2012,13,90123,Other,5300,320,Automatic,5,1501200
Chevrolet,Avalanche 1500 LT,2007,18,392679,Other,5300,320,Automatic,6,1409460
Chevrolet,Avalanche 1500 LT,2010,15,273588,Other,5300,320,Automatic,6,750600
Chevrolet,Avalanche 1500 LT,2012,13,238182,Other,5300,320,Automatic,5,1501200
Chevrolet,Avalanche 1500 LTZ,2007,18,120900,Other,5300,320,Automatic,5,1376017
Chevrolet,Avalanche 1500 LTZ,2007,18,207605,Petrol,6000,320,Automatic,5,1497030
Chevrolet,Avalanche LTZ,2013,12,157715,Other,5300,320,Automatic,5,2293417
Chevrolet,Aveo 1.4 LS,2011,14,60000,Petrol,1399,93,Manual,5,130000
Chevrolet,Aveo U-VA 1.2,2007,18,30000,Petrol,1150,76,Manual,5,65000
Chevrolet,Aveo U-VA 1.2,2010,15,70000,Petrol,1150,76,Manual,5,148000
Chevrolet,Aveo U-VA 1.2 LS,2007,18,50000,Petrol,1150,75,Manual,5,102000
Chevrolet,Aveo U-VA 1.2 LS,2008,17,70000,Petrol,1150,75,Manual,5,80000
Chevrolet,Aveo U-VA 1.2 LS,2008,17,60000,Petrol,1150,75,Manual,5,150000
Chevrolet,Aveo U-VA 1.2 LS,2010,15,60000,Petrol,1150,75,Manual,5,125000
Chevrolet,Aveo U-VA 1.2 LT,2007,18,60000,Petrol,1150,76,Manual,5,100000
Chevrolet,Beat Diesel,2011,14,70000,Diesel,936,58,Manual,5,165000
Chevrolet,Beat Diesel,2012,13,60000,Diesel,936,58,Manual,5,120000
Chevrolet,Beat Diesel,2012,13,49000,Diesel,936,58,Manual,5,135000
Chevrolet,Beat Diesel,2013,12,139000,Diesel,936,58,Manual,5,125000
Chevrolet,Beat Diesel,2013,12,56315,Diesel,936,58,Manual,5,175000
Chevrolet,Beat Diesel,2013,12,60000,Diesel,936,58,Manual,5,200000
Chevrolet,Beat Diesel LS,2012,13,75000,Diesel,936,58,Manual,5,140000
Chevrolet,Beat Diesel LS,2013,12,70000,Diesel,936,58,Manual,5,170000
Chevrolet,Beat Diesel LS,2013,12,68000,Diesel,936,58,Manual,5,175000
Chevrolet,Beat Diesel LS,2013,12,96272,Diesel,936,58,Manual,5,210000
Chevrolet,Beat Diesel LS,2014,11,74321,Diesel,936,56,Manual,5,190000
Chevrolet,Beat Diesel LS,2016,9,53319,Diesel,936,56,Manual,5,375000
Chevrolet,Beat Diesel LT,2011,14,56000,Diesel,936,58,Manual,5,221000
Chevrolet,Beat Diesel LT,2012,13,110000,Diesel,936,58,Manual,5,150000
Chevrolet,Beat Diesel LT,2012,13,70000,Diesel,936,58,Manual,5,150000
Chevrolet,Beat Diesel LT,2012,13,98000,Diesel,936,58,Manual,5,155000
Chevrolet,Beat Diesel LT,2012,13,70000,Diesel,936,58,Manual,5,165000
Chevrolet,Beat Diesel LT,2012,13,90000,Diesel,936,58,Manual,5,170000
Chevrolet,Beat Diesel LT,2012,13,56365,Diesel,936,56,Manual,5,175000
Chevrolet,Beat Diesel LT,2012,13,120000,Diesel,936,58,Manual,5,180000
Chevrolet,Beat Diesel LT,2012,13,70000,Diesel,936,58,Manual,5,200000
Chevrolet,Beat Diesel LT,2012,13,70000,Diesel,936,58,Manual,5,220000
Chevrolet,Beat Diesel LT,2012,13,100000,Diesel,936,58,Manual,5,225000
Chevrolet,Beat Diesel LT,2013,12,90000,Diesel,936,58,Manual,5,145000
Chevrolet,Beat Diesel LT,2013,12,76000,Diesel,936,58,Manual,5,175000
Chevrolet,Beat Diesel LT,2013,12,50000,Diesel,936,58,Manual,5,300000
Chevrolet,Beat Diesel LT,2014,11,70000,Diesel,936,56,Manual,5,160000
Chevrolet,Beat Diesel LT,2014,11,90000,Diesel,936,56,Manual,5,185000
Chevrolet,Beat Diesel LT,2014,11,50000,Diesel,936,56,Manual,5,220000
Chevrolet,Beat Diesel LT,2015,10,40000,Diesel,936,56,Manual,5,200000
Chevrolet,Beat Diesel LT,2015,10,55000,Diesel,936,56,Manual,5,240000
Chevrolet,Beat Diesel LT Option,2011,14,70000,Diesel,936,58,Manual,5,140000
Chevrolet,Beat Diesel LT Option,2014,11,76000,Diesel,936,56,Manual,5,170000
Chevrolet,Beat Diesel LT Option,2016,9,60000,Diesel,936,56,Manual,5,215000
Chevrolet,Beat LS,2010,15,60000,Petrol,1199,79,Manual,5,110000
Chevrolet,Beat LS,2010,15,40000,Petrol,1199,79,Manual,5,120000
Chevrolet,Beat LS,2011,14,90000,Petrol,1199,79,Manual,5,125000
Chevrolet,Beat LS,2012,13,60000,Petrol,1199,79,Manual,5,120000
Chevrolet,Beat LS,2012,13,40000,Petrol,1199,79,Manual,5,124000
Chevrolet,Beat LS,2013,12,110000,Petrol,1199,79,Manual,5,140000
Chevrolet,Beat LS,2013,12,70000,Petrol,1199,79,Manual,5,170000
Chevrolet,Beat LS,2013,12,70000,Petrol,1199,79,Manual,5,200000
Chevrolet,Beat LS,2016,9,15000,Petrol,1199,77,Manual,5,300000
Chevrolet,Beat LT,2010,15,75000,Petrol,1199,79,Manual,5,140000
Chevrolet,Beat LT,2010,15,60000,Petrol,1199,79,Manual,5,140000
Chevrolet,Beat LT,2010,15,68000,Petrol,1199,79,Manual,5,150000
Chevrolet,Beat LT,2010,15,70000,Petrol,1199,79,Manual,5,150000
Chevrolet,Beat LT,2010,15,63000,Petrol,1199,79,Manual,5,250000
Chevrolet,Beat LT,2011,14,90000,Petrol,1199,79,Manual,5,120000
Chevrolet,Beat LT,2011,14,60000,Petrol,1199,79,Manual,5,120000
Chevrolet,Beat LT,2011,14,100000,Petrol,1199,79,Manual,5,150000
Chevrolet,Beat LT,2012,13,70000,Petrol,1199,79,Manual,5,120000
Chevrolet,Beat LT,2012,13,128000,Petrol,1199,79,Manual,5,141000
Chevrolet,Beat LT,2012,13,120000,Petrol,1199,79,Manual,5,145000
Chevrolet,Beat LT,2012,13,60000,Petrol,1199,79,Manual,5,180000
Chevrolet,Beat LT,2014,11,30000,Petrol,1199,77,Manual,5,240000
Chevrolet,Beat LT,2015,10,50000,Petrol,1199,77,Manual,5,200000
Chevrolet,Beat LT,2015,10,23500,Petrol,1199,77,Manual,5,250000
Chevrolet,Beat LT,2016,9,50000,Petrol,1199,77,Manual,5,210000
Chevrolet,Beat LT,2016,9,30000,Petrol,1199,77,Manual,5,310000
Chevrolet,Beat LT,2017,8,90000,Petrol,1199,77,Manual,5,350000
Chevrolet,Beat LT Diesel,2011,14,41215,Diesel,936,58,Manual,5,229999
Chevrolet,Blazer 1LT,2019,6,59805,Petrol,2500,227,Automatic,5,2250966
Chevrolet,Blazer Premier,2019,6,89513,Petrol,3600,308,Automatic,5,2882471
Chevrolet,Bolt EUV Premier,2022,3,12270,Other,,200,Automatic,5,2667549
Chevrolet,Bolt EUV Premier,2022,3,23619,Other,,200,Automatic,5,2752200
Chevrolet,Bolt EUV Premier,2022,3,49890,Other,,200,Automatic,5,3002400
Chevrolet,Bolt EV LT,2018,7,79307,Other,,200,Automatic,5,1459500
Chevrolet,Bolt EV LT,2020,5,79965,Other,,200,Automatic,5,2076660
Chevrolet,Camaro 1LT,2011,14,178637,Petrol,3600,426,Automatic,5,909060
Chevrolet,Camaro 1LT,2014,11,157038,Petrol,3600,323,Automatic,5,1251000
Chevrolet,Camaro 1LT,2017,8,119091,Petrol,2000,455,Automatic,4,1651320
Chevrolet,Camaro 1LT,2019,6,14663,Petrol,3600,335,Automatic,5,2301757
Chevrolet,Camaro 1LT,2021,4,16576,Petrol,3600,275,Manual,5,2493660
Chevrolet,Camaro 1LT,2021,4,28968,Petrol,3600,275,Automatic,5,2502000
Chevrolet,Camaro 1SS,2017,8,62764,Petrol,6200,455,Automatic,5,2627100
Chevrolet,Camaro 1SS,2017,8,81835,Petrol,6200,455,Manual,5,3085800
Chevrolet,Camaro 1SS,2019,6,30899,Petrol,6200,455,Manual,4,3461100
Chevrolet,Camaro 1SS,2021,4,24140,Petrol,6200,455,Manual,5,3627900
Chevrolet,Camaro 1SS,2021,4,20278,Petrol,6200,455,Manual,5,3919800
Chevrolet,Camaro 1SS,2022,3,12231,Petrol,6200,455,Manual,5,3836400
Chevrolet,Camaro 1SS,2022,3,11265,Petrol,6200,455,Manual,5,4170000
Chevrolet,Camaro 1SS,2022,3,10686,Petrol,6200,455,Automatic,5,4336717
Chevrolet,Camaro 2LT,2010,15,138677,Petrol,3600,312,Automatic,5,1417800
Chevrolet,Camaro 2LT,2011,14,203903,Petrol,3600,426,Automatic,4,1167600
Chevrolet,Camaro 2LT,2015,10,91209,Petrol,3600,505,Automatic,5,1647150
Chevrolet,Camaro 2LT,2017,8,38624,Petrol,3600,455,Manual,4,2668800
Chevrolet,Camaro 2SS,2010,15,109435,Petrol,6200,426,Automatic,5,1626300
Chevrolet,Camaro 2SS,2010,15,14402,Petrol,6200,426,Manual,5,2502000
Chevrolet,Camaro 2SS,2012,13,97116,Petrol,6200,426,Automatic,5,2247630
Chevrolet,Camaro 2SS,2015,10,43452,Petrol,6200,426,Automatic,5,2752200
Chevrolet,Camaro 2SS,2016,9,263932,Petrol,6200,455,Automatic,5,1793100
Chevrolet,Camaro 2SS,2016,9,119091,Petrol,6200,455,Automatic,5,2668800
Chevrolet,Camaro 2SS,2016,9,79823,Petrol,6200,455,Automatic,5,2710500
Chevrolet,Camaro 2SS,2017,8,99779,Petrol,6200,455,Automatic,4,2877300
Chevrolet,Camaro 2SS,2017,8,21670,Petrol,6200,455,Automatic,4,3744660
Chevrolet,Camaro 2SS,2018,7,41843,Petrol,6200,455,Automatic,4,3252600
Chevrolet,Camaro 2SS,2018,7,68848,Petrol,6200,455,Automatic,4,3427740
Chevrolet,Camaro 2SS,2018,7,13937,Petrol,6200,455,Automatic,4,3753000
Chevrolet,Camaro 2SS,2018,7,120944,Petrol,6200,455,Manual,4,3753000
Chevrolet,Camaro 2SS,2022,3,12002,Petrol,6200,455,Manual,4,3961500
Chevrolet,Camaro 2SS,2022,3,35405,Petrol,6200,455,Manual,4,4170000
Chevrolet,Camaro 2SS,2022,3,2253,Petrol,6200,455,Automatic,4,4578660
Chevrolet,Camaro 2SS,2023,2,3701,Petrol,6200,455,Manual,5,4295100
Chevrolet,Camaro Base,2001,24,104247,Petrol,3800,617,Automatic,4,625500
Chevrolet,Camaro Base,2002,23,143231,Petrol,3800,323,Automatic,4,867360
Chevrolet,Camaro LT1,2022,3,10783,Petrol,6200,455,Automatic,5,3294300
Chevrolet,Camaro LT1,2022,3,12315,Petrol,6200,455,Automatic,5,3335833
Chevrolet,Camaro Z28,1999,26,94629,Petrol,5700,305,Automatic,4,1251000
Chevrolet,Camaro Z28,2002,23,57156,Petrol,5700,505,Manual,4,1751400
Chevrolet,Camaro Z28,2002,23,77248,Petrol,5700,505,Automatic,4,1834717
Chevrolet,Camaro ZL1,2018,7,21726,Petrol,6200,650,Manual,4,4503600
Chevrolet,Camaro ZL1,2020,5,5979,Petrol,6200,650,Automatic,5,12510000
Chevrolet,Camaro ZL1,2023,2,4748,Petrol,6200,650,Automatic,5,6213300
Chevrolet,Caprice Classic Base,1996,29,96560,Petrol,5700,450,Automatic,6,1542900
Chevrolet,Captiva 2.2 LT,2013,12,65000,Diesel,2231,184,Manual,7,667000
Chevrolet,Captiva 2.2 LTZ AWD,2012,13,50000,Diesel,2231,184,Automatic,7,700000
Chevrolet,Captiva LT,2008,17,100000,Diesel,1991,148,Manual,7,300000
Chevrolet,Captiva LT,2009,16,80000,Diesel,1991,148,Manual,7,260000
Chevrolet,Captiva LT,2011,14,99500,Diesel,1991,148,Manual,7,500000
Chevrolet,Captiva LTZ AWD AT,2012,13,74000,Diesel,1991,150,Automatic,7,475000
Chevrolet,Colorado LT,2019,6,223885,Petrol,3600,308,Automatic,5,2076577
Chevrolet,Colorado LT Crew Cab,2009,16,223698,Petrol,5300,300,Automatic,3,1209300
Chevrolet,Colorado Z71,2019,6,40977,Petrol,3600,310,Automatic,5,3013993
Chevrolet,Colorado Z71,2020,5,33650,Petrol,3600,310,Automatic,5,2951276
Chevrolet,Colorado Z85,2005,20,249448,Petrol,3500,242,Automatic,3,666783
Chevrolet,Colorado ZR2,2018,7,123115,Petrol,3600,310,Automatic,5,2793900
Chevrolet,Colorado ZR2,2019,6,62603,Petrol,3600,310,Automatic,5,2893980
Chevrolet,Colorado ZR2,2021,4,40097,Petrol,3600,310,Automatic,5,3735569
Chevrolet,Corvette Base,1996,29,138017,Petrol,5700,330,Automatic,5,1209300
Chevrolet,Corvette Base,1998,27,244934,Petrol,5700,430,Automatic,5,825660
Chevrolet,Corvette Base,1998,27,215652,Petrol,5700,430,Automatic,5,959100
Chevrolet,Corvette Base,1998,27,12337,Petrol,5700,430,Automatic,2,3294300
Chevrolet,Corvette Base,2000,25,156911,Petrol,5700,345,Manual,5,834000
Chevrolet,Corvette Base,2002,23,71081,Petrol,5700,405,Automatic,2,2502000
Chevrolet,Corvette Base,2003,22,233354,Petrol,5700,405,Automatic,5,1834800
Chevrolet,Corvette Base,2004,21,64391,Petrol,5700,405,Automatic,2,1959900
Chevrolet,Corvette Base,2004,21,60547,Petrol,5700,405,Automatic,2,2126700
Chevrolet,Corvette Base,2004,21,70336,Petrol,5700,405,Manual,2,2160060
Chevrolet,Corvette Base,2005,20,230289,Petrol,6000,638,Automatic,5,1334400
Chevrolet,Corvette Base,2005,20,59063,Petrol,6000,638,Manual,5,2168400
Chevrolet,Corvette Base,2006,19,62977,Petrol,6000,430,Automatic,2,2919000
Chevrolet,Corvette Base,2007,18,198753,Petrol,6000,430,Automatic,5,2251800
Chevrolet,Corvette Base,2007,18,32509,Petrol,6000,430,Automatic,2,2293500
Chevrolet,Corvette Base,2007,18,45889,Petrol,6000,430,Automatic,2,2668800
Chevrolet,Corvette Base,2007,18,104607,Petrol,6000,430,Automatic,5,2826009
Chevrolet,Corvette Base,2007,18,6515,Petrol,6000,430,Manual,2,3169200
Chevrolet,Corvette Base,2008,17,45303,Petrol,6200,638,Automatic,5,2585400
Chevrolet,Corvette Base,2008,17,128747,Petrol,6200,638,Automatic,5,2585400
Chevrolet,Corvette Base,2008,17,83452,Petrol,6200,638,Automatic,5,2994060
Chevrolet,Corvette Base,2010,15,37229,Petrol,6200,430,Manual,5,2919000
Chevrolet,Corvette Grand Sport,2011,14,19795,Petrol,6200,436,Automatic,2,3753000
Chevrolet,Corvette Grand Sport,2013,12,24945,Petrol,6200,436,Automatic,5,3753000
Chevrolet,Corvette Grand Sport,2019,6,21082,Petrol,6200,600,Manual,5,5166630
Chevrolet,Corvette Stingray,2015,10,41115,Petrol,6200,460,Automatic,5,4086600
Chevrolet,Corvette Stingray,2018,7,22370,Petrol,6200,300,Automatic,2,4544466
Chevrolet,Corvette Stingray w/1LT,2021,4,16737,Petrol,6200,670,Automatic,2,6079860
Chevrolet,Corvette Stingray w/1LT,2021,4,22048,Petrol,6200,670,Automatic,2,6255000
Chevrolet,Corvette Stingray w/1LT,2022,3,9978,Petrol,6200,670,Automatic,5,8339917
Chevrolet,Corvette Stingray w/1LT,2023,2,6437,Petrol,6200,670,Automatic,5,6163260
Chevrolet,Corvette Stingray w/1LT,2023,2,5267,Petrol,6200,670,Automatic,5,6588517
Chevrolet,Corvette Stingray w/1LT,2023,2,14484,Petrol,6200,490,Automatic,5,6880500
Chevrolet,Corvette Stingray w/2LT,2020,5,2897,Petrol,6200,670,Automatic,5,6338400
Chevrolet,Corvette Stingray w/2LT,2020,5,14442,Petrol,6200,670,Automatic,5,6663660
Chevrolet,Corvette Stingray w/2LT,2020,5,20117,Petrol,6200,670,Automatic,5,7088917
Chevrolet,Corvette Stingray w/2LT,2021,4,39702,Petrol,6200,670,Automatic,5,6046500
Chevrolet,Corvette Stingray w/2LT,2021,4,4913,Petrol,6200,670,Automatic,5,6997260
Chevrolet,Corvette Stingray w/2LT,2022,3,17846,Petrol,6200,670,Manual,2,6747060
Chevrolet,Corvette Stingray w/2LT,2022,3,5082,Petrol,6200,670,Automatic,2,7171483
Chevrolet,Corvette Stingray w/2LT,2022,3,3235,Petrol,6200,670,Automatic,2,7422600
Chevrolet,Corvette Stingray w/2LT,2022,3,12714,Petrol,6200,670,Automatic,2,7714500
Chevrolet,Corvette Stingray w/2LT,2023,2,8369,Petrol,6200,670,Automatic,5,7414260
Chevrolet,Corvette Stingray w/2LT,2023,2,3312,Petrol,6200,495,Automatic,5,8506717
Chevrolet,Corvette Stingray w/3LT,2020,5,8359,Petrol,6200,670,Automatic,5,7297500
Chevrolet,Corvette Stingray w/3LT,2021,4,4345,Petrol,6200,670,Automatic,5,7168230
Chevrolet,Corvette Stingray w/3LT,2021,4,19312,Petrol,6200,490,Automatic,5,8331660
Chevrolet,Corvette Stingray w/3LT,2022,3,8690,Petrol,6200,495,Automatic,5,7497660
Chevrolet,Corvette Stingray w/3LT,2023,2,1770,Petrol,6200,490,Automatic,5,7672800
Chevrolet,Corvette Stingray w/3LT,2023,2,14484,Petrol,6200,490,Automatic,5,7672800
Chevrolet,Corvette Stingray w/3LT,2023,2,6759,Petrol,6200,490,Automatic,5,8173200
Chevrolet,Corvette Stingray Z51,2019,6,11318,Petrol,6200,460,Automatic,2,5329260
Chevrolet,Corvette Z06,2002,23,27842,Petrol,5700,411,Manual,5,2835517
Chevrolet,Corvette Z06,2006,19,67592,Petrol,7000,512,Manual,2,3502800
Chevrolet,Corvette Z06,2006,19,33796,Petrol,7000,512,Manual,2,3961500
Chevrolet,Corvette Z06,2007,18,17743,Petrol,7000,512,Manual,2,3961500
Chevrolet,Corvette Z06,2016,9,66788,Petrol,6200,650,Manual,5,5504400
Chevrolet,Corvette Z06,2016,9,78858,Petrol,6200,650,Manual,5,6255000
Chevrolet,Corvette Z06,2018,7,38719,Petrol,6200,650,Automatic,5,7268310
Chevrolet,Corvette Z06 w/2LZ,2023,2,325,Petrol,5500,670,Automatic,1,14928600
Chevrolet,Corvette ZR-1,2009,16,28968,Petrol,6200,638,Manual,2,6505200
Chevrolet,Cruze LS,2011,14,218231,Petrol,1800,153,Automatic,5,583800
Chevrolet,Cruze LS,2018,7,160934,Petrol,1400,181,Automatic,5,708900
Chevrolet,Cruze LT,2011,14,40000,Diesel,1991,148,Manual,5,300000
Chevrolet,Cruze LT,2012,13,312212,Petrol,1400,153,Automatic,5,408660
Chevrolet,Cruze LT,2012,13,238789,Petrol,1400,153,Automatic,5,458700
Chevrolet,Cruze LT Automatic,2016,9,197902,Petrol,1400,153,Automatic,5,1084117
Chevrolet,Cruze LTZ,2010,15,135000,Diesel,1991,148,Manual,5,250000
Chevrolet,Cruze LTZ,2010,15,120000,Diesel,1991,148,Manual,5,270000
Chevrolet,Cruze LTZ,2010,15,90000,Diesel,1991,148,Manual,5,270000
Chevrolet,Cruze LTZ,2010,15,60000,Diesel,1991,148,Manual,5,300000
Chevrolet,Cruze LTZ,2011,14,100000,Diesel,1991,148,Manual,5,270000
Chevrolet,Cruze LTZ,2011,14,75000,Diesel,1991,150,Manual,5,320000
Chevrolet,Cruze LTZ,2011,14,100000,Diesel,1991,148,Manual,5,360000
Chevrolet,Cruze LTZ,2011,14,80000,Diesel,1991,150,Manual,5,400000
Chevrolet,Cruze LTZ,2011,14,80000,Diesel,1991,148,Manual,5,409999
Chevrolet,Cruze LTZ,2012,13,82000,Diesel,1998,164,Manual,5,495000
Chevrolet,Cruze LTZ,2012,13,74000,Diesel,1998,164,Manual,5,550000
Chevrolet,Cruze LTZ,2013,12,140013,Petrol,1400,164,Automatic,5,834000
Chevrolet,Cruze LTZ AT,2011,14,80000,Diesel,1991,148,Automatic,4,430000
Chevrolet,Cruze LTZ AT,2011,14,90000,Diesel,1991,148,Automatic,4,440000
Chevrolet,Cruze LTZ AT,2014,11,73265,Diesel,1998,164,Automatic,5,475000
Chevrolet,Cruze LTZ AT,2015,10,155000,Diesel,1998,164,Automatic,5,450000
Chevrolet,Cruze LTZ AT,2016,9,67600,Diesel,1998,164,Automatic,5,750000
Chevrolet,Enjoy 1.3 TCDi LS 7,2016,9,110000,Diesel,1248,74,Manual,7,280000
Chevrolet,Enjoy 1.3 TCDi LS 7,2016,9,110000,Diesel,1248,74,Manual,7,420000
Chevrolet,Enjoy 1.3 TCDi LS 7,2016,9,70000,Diesel,1248,74,Manual,7,420000
Chevrolet,Enjoy 1.3 TCDi LS 8,2016,9,80000,Diesel,1248,74,Manual,8,490000
Chevrolet,Enjoy 1.3 TCDi LS 8,2016,9,80000,Diesel,1248,74,Manual,8,525000
Chevrolet,Enjoy 1.3 TCDi LT 8,2016,9,32000,Diesel,1248,74,Manual,8,535000
Chevrolet,Enjoy 1.3 TCDi LTZ 7,2017,8,40000,Diesel,1248,74,Manual,7,650000
Chevrolet,Enjoy 1.3 TCDi LTZ 7,2017,8,50000,Diesel,1248,74,Manual,7,675000
Chevrolet,Enjoy 1.3 TCDi LTZ 8,2016,9,198000,Diesel,1248,74,Manual,8,500000
Chevrolet,Enjoy 1.4 LTZ 7,2013,12,37000,Petrol,1399,99,Manual,7,350000
Chevrolet,Enjoy Petrol LS 7 Seater,2014,11,80000,Petrol,1399,99,Manual,7,312000
Chevrolet,Enjoy TCDi LS 8 Seater,2014,11,139000,Diesel,1248,74,Manual,8,190000
Chevrolet,Enjoy TCDi LS 8 Seater,2014,11,50000,Diesel,1248,74,Manual,8,350000
Chevrolet,Enjoy TCDi LS 8 Seater,2014,11,120000,Diesel,1248,74,Manual,8,350000
Chevrolet,Enjoy TCDi LS 8 Seater,2015,10,120000,Diesel,1248,74,Manual,8,370000
Chevrolet,Enjoy TCDi LT 7 Seater,2013,12,136000,Diesel,1248,74,Manual,7,355000
Chevrolet,Enjoy TCDi LT 7 Seater,2013,12,70000,Diesel,1248,74,Manual,7,380000
Chevrolet,Enjoy TCDi LT 7 Seater,2014,11,195000,Diesel,1248,74,Manual,7,275000
Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,12,70000,Diesel,1248,74,Manual,7,300000
Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,12,90000,Diesel,1248,74,Manual,7,300000
Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,12,100000,Diesel,1248,74,Manual,7,350000
Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,12,60000,Diesel,1248,74,Manual,7,450000
Chevrolet,Enjoy TCDi LTZ 7 Seater,2014,11,80000,Diesel,1248,74,Manual,7,450000
Chevrolet,Equinox 2LT,2012,13,155548,Petrol,3000,264,Automatic,5,625500
Chevrolet,Equinox LT,2011,14,209214,Petrol,3000,264,Automatic,5,583800
Chevrolet,Equinox Premier w/2LZ,2020,5,82290,Petrol,2000,252,Automatic,5,2151720
Chevrolet,Express 1500 Base,2010,15,328305,Other,5300,401,Automatic,2,408660
Chevrolet,Express 1500 Cargo,2004,21,244620,Petrol,4300,300,Automatic,5,667117
Chevrolet,Express 1500 Work Van,2011,14,149683,Other,5300,401,Automatic,2,1876083
Chevrolet,Express 1500 Work Van,2014,11,224992,Petrol,4300,401,Automatic,5,1209300
Chevrolet,Express 2500 Work Van,2012,13,226112,Other,6000,401,Automatic,5,984120
Chevrolet,Express 2500 Work Van,2017,8,122310,Petrol,4800,342,Automatic,5,3452760
Chevrolet,Express 2500 Work Van,2017,8,90123,Petrol,4800,342,Automatic,5,3719640
Chevrolet,Express 3500 Base,2008,17,231745,Petrol,6000,401,Automatic,5,1834800
Chevrolet,Express 3500 Base,2009,16,120701,Petrol,6000,401,Automatic,5,1576260
